#ID_REF = 
#VALUE = linear expression value; rma
#ABS_CALL = MAS 5.0 absolute detection
ID_REF	VALUE	ABS_CALL
200658_s_at	2693.48	P
200659_s_at	877.06	P
200660_at	2040.7	P
200661_at	1499.78	P
200662_s_at	2260.76	P
200663_at	4232.93	P
200664_s_at	749.66	P
200665_s_at	3384	P
200666_s_at	922.81	P
200667_at	1327.69	P
200668_s_at	2439.74	P
200669_s_at	1892.99	P
200670_at	260.5	P
200671_s_at	202.4	P
200672_x_at	198.66	P
200673_at	3353.48	P
200674_s_at	9060.06	P
200675_at	1814.7	P
200676_s_at	286.5	P
200677_at	2170.76	P
200678_x_at	1238.94	P
200679_x_at	3755.81	P
200680_x_at	7018.96	P
200681_at	3414.72	P
200682_s_at	2475.55	P
200683_s_at	982.07	P
200684_s_at	554.61	P
200685_at	247.85	P
200686_s_at	1439.64	P
200687_s_at	1400.14	P
200688_at	140.61	P
200689_x_at	7895.52	P
200690_at	274.15	P
200691_s_at	2142.17	P
200692_s_at	1233.83	P
200693_at	4260.03	P
200694_s_at	1062.28	P
200695_at	1091.68	P
200696_s_at	484.5	P
200697_at	1340.58	P
200698_at	1007.99	P
200699_at	1210.13	P
200700_s_at	1557.87	P
200701_at	1470.7	P
200702_s_at	612.61	P
200703_at	4010.72	P
200704_at	2375.24	P
200705_s_at	4366.49	P
200706_s_at	2084.51	P
200707_at	775.44	P
200708_at	2293.87	P
200709_at	1545.46	P
200710_at	1116.16	P
200711_s_at	1013.41	P
200712_s_at	1116.85	P
200713_s_at	3448.87	P
200714_x_at	1070.57	P
200715_x_at	4184.58	P
200716_x_at	9571.37	P
200717_x_at	9070.59	P
200718_s_at	3842.46	P
200719_at	229.63	P
200720_s_at	954.36	P
200721_s_at	609.03	P
200722_s_at	1118.19	P
200723_s_at	1907.79	P
200724_at	34.79	A
200725_x_at	7493.62	P
200726_at	3028.46	P
200727_s_at	799.51	P
200728_at	2441.36	P
200729_s_at	1461.4	P
200730_s_at	841.06	P
200731_s_at	655.85	P
200732_s_at	997.14	P
200733_s_at	710.12	P
200734_s_at	1158.88	P
200735_x_at	6920.81	P
200736_s_at	3011.78	P
200737_at	1810.33	P
200738_s_at	4565.05	P
200739_s_at	734.96	P
200740_s_at	2336.24	P
200741_s_at	6733.58	P
200742_s_at	209.66	P
200743_s_at	789.5	P
200744_s_at	1704.65	P
200745_s_at	2155.95	P
200746_s_at	2288.69	P
200747_s_at	366.32	P
200748_s_at	5575.41	P
200749_at	1695.84	P
200750_s_at	5179.61	P
200751_s_at	2549.87	P
200752_s_at	226.25	P
200753_x_at	2095.75	P
200754_x_at	4828.79	P
200755_s_at	1966.98	P
200756_x_at	1437.69	P
200757_s_at	1725.5	P
200758_s_at	977.09	P
200759_x_at	1060.14	P
200760_s_at	1267.23	P
200761_s_at	1176.02	P
200762_at	1585.54	P
200763_s_at	8086.13	P
200764_s_at	1088.28	P
200765_x_at	1959.21	P
200766_at	172.51	P
200767_s_at	381.93	P
200768_s_at	1723.29	P
200769_s_at	480.22	P
200770_s_at	634.36	P
200771_at	1209.01	P
200772_x_at	5960.19	P
200773_x_at	5012.91	P
200774_at	2464.67	P
200775_s_at	4255.26	P
200776_s_at	1742.96	P
200777_s_at	2656.77	P
200778_s_at	2128.17	P
200779_at	2551.73	P
200780_x_at	7709.62	P
200781_s_at	10519.14	P
200782_at	2190.57	P
200783_s_at	1355.92	P
200784_s_at	157.98	A
200785_s_at	146.75	P
200786_at	3217.04	P
200787_s_at	1099.29	P
200788_s_at	2729.65	P
200789_at	568.84	P
200790_at	2797.87	P
200791_s_at	1402.74	P
200792_at	4547.67	P
200793_s_at	684.89	P
200794_x_at	2441.47	P
200795_at	12.87	A
200796_s_at	299.09	P
200797_s_at	2275.91	P
200798_x_at	931.63	P
200799_at	2024.16	P
200800_s_at	1259.61	P
200801_x_at	10877.68	P
200802_at	1642.43	P
200803_s_at	2883.84	P
200804_at	2846.96	P
200805_at	719.11	P
200806_s_at	4013.48	P
200807_s_at	5085.55	P
200808_s_at	620.5	P
200809_x_at	8964.59	P
200810_s_at	1556.77	P
200811_at	1227.87	P
200812_at	3085.96	P
200813_s_at	599.15	P
200814_at	1883.35	P
200815_s_at	464.69	P
200816_s_at	706.98	P
200817_x_at	9664.6	P
200818_at	3392.72	P
200819_s_at	9682.27	P
200820_at	2207.66	P
200821_at	518.64	P
200822_x_at	4583.86	P
200823_x_at	6486.41	P
200824_at	2029.42	P
200825_s_at	810.01	P
200826_at	4725.59	P
200827_at	419.83	P
200828_s_at	3211.96	P
200829_x_at	1875.92	P
200830_at	2530.96	P
200831_s_at	775.81	P
200832_s_at	961.41	P
200833_s_at	2866.01	P
200834_s_at	8476.5	P
200835_s_at	293.84	P
200836_s_at	507.43	P
200837_at	1865.05	P
200838_at	1143.86	P
200839_s_at	1911.85	P
200840_at	4554.22	P
200841_s_at	346.13	P
200842_s_at	656.7	P
200843_s_at	799.34	P
200844_s_at	3416.62	P
200845_s_at	1439.53	P
200846_s_at	2524.11	P
200847_s_at	1563.8	P
200848_at	786.31	P
200849_s_at	708.03	P
200850_s_at	1460.63	P
200851_s_at	1476.83	P
200852_x_at	961.45	P
200853_at	4408.22	P
200854_at	286.49	P
200855_at	110.62	P
200856_x_at	47.38	P
200857_s_at	214.23	P
200858_s_at	5489.14	P
200859_x_at	1403.49	P
200860_s_at	1835.85	P
200861_at	402.98	P
200862_at	1942.7	P
200863_s_at	2114.63	P
200864_s_at	296.84	P
200865_at	17.25	A
200866_s_at	1817.82	P
200867_at	606.51	P
200868_s_at	874.13	P
200869_at	7484.97	P
200870_at	2162.58	P
200871_s_at	2889.44	P
200872_at	6839.93	P
200873_s_at	2832.14	P
200874_s_at	447.94	P
200875_s_at	1067.93	P
200876_s_at	3263.32	P
200877_at	3340.87	P
200878_at	1879.61	P
200879_s_at	137.62	P
200880_at	1839	P
200881_s_at	4105.12	P
200882_s_at	1905.21	P
200883_at	1397.61	P
200884_at	251.59	P
200885_at	2312.04	P
200886_s_at	5078.23	P
200887_s_at	968.53	P
200888_s_at	5889.35	P
200889_s_at	799.95	P
200890_s_at	416.87	P
200891_s_at	2738.67	P
200892_s_at	1798.25	P
200893_at	3084.96	P
200894_s_at	373.32	P
200895_s_at	959.68	P
200896_x_at	2193.96	P
200897_s_at	1639.78	P
200898_s_at	597.7	P
200899_s_at	880.22	P
200900_s_at	1046.8	P
200901_s_at	927	P
200902_at	975.86	P
200903_s_at	1188.09	P
200904_at	248.91	P
200905_x_at	1371.74	P
200906_s_at	335.84	P
200907_s_at	1108.32	P
200908_s_at	26.6	A
200909_s_at	7245.9	P
200910_at	2571.55	P
200911_s_at	1177.49	P
200912_s_at	3311.85	P
200913_at	989.95	P
200914_x_at	646.59	P
200915_x_at	2043.23	P
200916_at	4920.87	P
200917_s_at	394.38	P
200918_s_at	1126.41	P
200919_at	875.91	P
200920_s_at	452.69	P
200921_s_at	369.28	P
200922_at	554.23	P
200923_at	2194.98	P
200924_s_at	1061.56	P
200925_at	4058.22	P
200926_at	9286.96	P
200927_s_at	889.82	P
200928_s_at	19.92	P
200929_at	1232.87	P
200930_s_at	24.85	A
200931_s_at	2991.27	P
200932_s_at	1651.29	P
200933_x_at	8863.97	P
200934_at	2551.85	P
200935_at	257.93	P
200936_at	9361.56	P
200937_s_at	5303.72	P
200938_s_at	15.96	A
200939_s_at	20.94	A
200940_s_at	215.19	P
200941_at	1498.68	P
200942_s_at	2702.2	P
200943_at	4347.63	P
200944_s_at	4167.67	P
200945_s_at	990.51	P
200946_x_at	579.05	P
200947_s_at	673.94	P
200948_at	1026.43	P
200949_x_at	6406.17	P
200950_at	2143.48	P
200951_s_at	18.82	A
200952_s_at	18.67	A
200953_s_at	12.59	A
200954_at	1006.09	A
200955_at	1493.87	P
200956_s_at	1113.39	P
200957_s_at	1395.51	P
200958_s_at	1524.83	P
200959_at	2692.55	P
200960_x_at	3301.78	P
200961_at	679.76	P
200962_at	158.19	P
200963_x_at	8232.57	P
200964_at	1331.02	P
200965_s_at	341.3	P
200966_x_at	6827.16	P
200967_at	3114.26	P
200968_s_at	3508.43	P
200969_at	398.65	P
200970_s_at	498.96	P
200971_s_at	1608.03	P
200972_at	1589.99	P
200973_s_at	876.25	P
200974_at	239.74	P
200975_at	1765.69	P
200976_s_at	1378.56	P
200977_s_at	1070.18	P
200978_at	3411.48	P
200979_at	81.04	P
200980_s_at	998.2	P
200981_x_at	7343.42	P
200982_s_at	861.41	P
200983_x_at	3743.5	P
200984_s_at	2594.21	P
200985_s_at	3072.69	P
200986_at	22.44	A
200987_x_at	821.11	P
200988_s_at	196.02	P
200989_at	3973.52	P
200990_at	1600.37	P
200991_s_at	1120.54	P
200992_at	1383.13	P
200993_at	1542.85	P
200994_at	1020.55	P
200995_at	496.16	P
200996_at	2050.4	P
200997_at	1835.05	P
200998_s_at	946.96	P
200999_s_at	2362.45	P
201000_at	1399.36	P
201001_s_at	1246.79	P
201002_s_at	1344.78	P
201003_x_at	893.05	P
201004_at	2133.73	P
201005_at	1733.89	P
201006_at	35.8	A
201007_at	990.36	P
201008_s_at	247.11	P
201009_s_at	203.06	P
201010_s_at	251.38	P
201011_at	1271.14	P
201012_at	4129.98	P
201013_s_at	2434.46	P
201014_s_at	1639.58	P
201015_s_at	93.76	P
201016_at	457.34	P
201017_at	418.9	P
201018_at	482.01	P
201019_s_at	967.5	P
201020_at	1003.41	P
201021_s_at	3590.07	P
201022_s_at	5122.41	P
201023_at	1108.76	P
201024_x_at	1067	P
201025_at	202.85	P
201026_at	53.54	P
201027_s_at	652.4	P
201028_s_at	1344.75	P
201029_s_at	1993.3	P
201030_x_at	5095.22	P
201031_s_at	2724.14	P
201032_at	776.62	P
201033_x_at	8548.24	P
201034_at	666.51	P
201035_s_at	271.86	P
201036_s_at	251.55	P
201037_at	1639.74	P
201038_s_at	299.54	P
201039_s_at	475.8	P
201040_at	948.05	P
201041_s_at	1352.19	P
201042_at	100.07	P
201043_s_at	544.07	P
201044_x_at	176.36	P
201045_s_at	91.26	A
201046_s_at	704.05	P
201047_x_at	1183.93	P
201048_x_at	119.63	P
201049_s_at	9975.05	P
201050_at	394.97	P
201051_at	1168.98	P
201052_s_at	442.94	P
201053_s_at	211.83	P
201054_at	1875.92	P
201055_s_at	342.59	P
201056_at	79.87	P
201057_s_at	291.75	P
201058_s_at	1846.05	P
201059_at	1036.41	P
201060_x_at	1336.53	P
201061_s_at	1235.24	P
201062_at	13.54	A
201063_at	1018.38	P
201064_s_at	1182.11	P
201065_s_at	920.14	P
201066_at	2308.87	P
201067_at	515.76	P
201068_s_at	2125.44	P
201069_at	40.52	P
201070_x_at	891.01	P
201071_x_at	2025.93	P
201072_s_at	192.38	P
201073_s_at	370.87	P
201074_at	732.85	P
201075_s_at	576.83	P
201076_at	643.05	P
201077_s_at	2296.03	P
201078_at	1611.5	P
201079_at	545.41	P
201080_at	252.16	P
201081_s_at	110.64	P
201082_s_at	269.13	P
201083_s_at	203.11	P
201084_s_at	1518.91	P
201085_s_at	1044	P
201086_x_at	1357.54	P
201087_at	373.42	P
201088_at	2606.5	P
201089_at	987.1	P
201090_x_at	10441.07	P
201091_s_at	981.9	P
201092_at	2055.34	P
201093_x_at	2106.55	P
201094_at	6663.09	P
201095_at	737.27	P
201096_s_at	1829	P
201097_s_at	2721.66	P
201098_at	1191.89	P
201099_at	680.05	P
201100_s_at	1497.15	P
201101_s_at	868.69	P
201102_s_at	373.04	P
201103_x_at	1630.46	P
201104_x_at	1073.78	P
201105_at	8657.54	P
201106_at	3013.4	P
201107_s_at	257.15	P
201108_s_at	1532.05	P
201109_s_at	1696.3	P
201110_s_at	984.07	P
201111_at	1607.11	P
201112_s_at	4209.46	P
201113_at	2051.21	P
201114_x_at	4759.56	P
201115_at	1101.87	P
201116_s_at	424.79	P
201117_s_at	192.52	P
201118_at	1096.02	P
201119_s_at	4051.35	P
201120_s_at	1158.84	P
201121_s_at	1340.59	P
201122_x_at	2832.31	P
201123_s_at	4815.51	P
201124_at	48.74	P
201125_s_at	619.79	P
201126_s_at	432.25	P
201127_s_at	443	P
201128_s_at	2044.49	P
201129_at	889.33	P
201130_s_at	17.65	A
201131_s_at	16.1	A
201132_at	692.33	P
201133_s_at	484.47	P
201134_x_at	4700.57	P
201135_at	2076.27	P
201136_at	2241.57	P
201137_s_at	96.73	P
201138_s_at	1062.05	P
201139_s_at	851.95	P
201140_s_at	379.5	P
201141_at	22.07	M
201142_at	889.33	P
201143_s_at	359.41	P
201144_s_at	1838.68	P
201145_at	2071.85	P
201146_at	896.29	P
201147_s_at	198.59	P
201148_s_at	165.66	P
201149_s_at	193.27	P
201150_s_at	237.87	P
201151_s_at	320.75	P
201152_s_at	1109.61	P
201153_s_at	1060.96	P
201154_x_at	8520.43	P
201155_s_at	531.32	P
201156_s_at	568.75	P
201157_s_at	896.4	P
201158_at	196.87	P
201159_s_at	84.82	A
201160_s_at	2576.7	P
201161_s_at	2365.32	P
201162_at	4222.67	P
201163_s_at	2833.63	P
201164_s_at	827.34	P
201165_s_at	806.34	P
201166_s_at	1479.41	P
201167_x_at	187.56	P
201168_x_at	628.53	P
201169_s_at	113.75	P
201170_s_at	365.22	P
201171_at	19.95	P
201172_x_at	1736.04	P
201173_x_at	1486.93	P
201174_s_at	596.23	P
201175_at	1233.92	P
201176_s_at	1330.12	P
201177_s_at	1149.76	P
201178_at	846.2	P
201179_s_at	825.08	P
201180_s_at	2392.54	P
201181_at	220.66	P
201182_s_at	317.41	P
201183_s_at	999.03	P
201184_s_at	857.42	P
201185_at	343.87	P
201186_at	317.28	P
201187_s_at	45.19	A
201188_s_at	195.58	P
201189_s_at	481.41	P
201190_s_at	576.74	P
201191_at	443.12	P
201192_s_at	522.73	P
201193_at	739.34	P
201194_at	1138.48	P
201195_s_at	2123.18	P
201196_s_at	860.27	P
201197_at	992.5	P
201198_s_at	1333.59	P
201199_s_at	1548.12	P
201200_at	407.51	P
201201_at	2288.83	P
201202_at	3974.17	P
201203_s_at	180.78	P
201204_s_at	673.78	P
201205_at	40.65	A
201206_s_at	343.34	P
201207_at	826.88	P
201208_s_at	248.69	P
201209_at	1771.81	P
201210_at	1928.87	P
201211_s_at	380.14	P
201212_at	465.83	P
201213_at	103.56	P
201214_s_at	497.58	P
201215_at	2591.03	P
201216_at	1512.29	P
201217_x_at	8224.05	P
201218_at	1076.63	P
201219_at	288.6	P
201220_x_at	1903.15	P
201221_s_at	1146.93	P
201222_s_at	1565.83	P
201223_s_at	1129.72	P
201224_s_at	461.84	P
201225_s_at	1088.93	P
201226_at	1881.76	P
201227_s_at	1961.7	P
201228_s_at	170.88	P
201229_s_at	312.5	P
201230_s_at	264.62	P
201231_s_at	6636.74	P
201232_s_at	882.7	P
201233_at	356.92	P
201234_at	1115.87	P
201235_s_at	83.97	P
201236_s_at	148.54	P
201237_at	391.6	P
201238_s_at	1119.55	P
201239_s_at	2114.6	P
201240_s_at	2643.25	P
201241_at	1413.5	P
201242_s_at	1030.41	P
201243_s_at	952.14	P
201244_s_at	697.95	P
201245_s_at	799.01	P
201246_s_at	243.59	P
201247_at	224.89	P
201248_s_at	242.41	P
201249_at	21.34	M
201250_s_at	334.35	P
201251_at	3123.27	P
201252_at	1252.41	P
201253_s_at	1802.1	P
201254_x_at	9473.73	P
201255_x_at	840.3	P
201256_at	1124.12	P
201257_x_at	8926.31	P
201258_at	6532.03	P
201259_s_at	803.27	P
201260_s_at	509.3	P
201261_x_at	227.91	P
201262_s_at	56.03	P
201263_at	1538.66	P
201264_at	1224.32	P
201265_at	21.56	A
201266_at	3242.23	P
201267_s_at	2330.59	P
201268_at	4751.18	P
201269_s_at	30.24	A
201270_x_at	420.91	P
201271_s_at	854.49	P
201272_at	1770.37	P
201273_s_at	3024.62	P
201274_at	1640.05	P
201275_at	1828.22	P
201276_at	244.39	P
201277_s_at	4964.82	P
201278_at	810.37	P
201279_s_at	866.49	P
201280_s_at	714.84	P
201281_at	1336.87	P
201282_at	215.63	P
201283_s_at	47.8	P
201284_s_at	435.01	P
201285_at	439.23	P
201286_at	334.45	P
201287_s_at	776.59	P
201288_at	333.72	P
201289_at	2331.5	P
201290_at	3042.38	P
201291_s_at	1975.37	P
201292_at	1568.86	P
201293_x_at	10585.17	P
201294_s_at	99.95	P
201295_s_at	66.98	P
201296_s_at	562.78	P
201297_s_at	208.24	P
201298_s_at	921.96	P
201299_s_at	400.79	P
201300_s_at	1304.32	P
201301_s_at	391.78	P
201302_at	276.05	P
201303_at	2825.78	P
201304_at	407.95	P
201305_x_at	3292.5	P
201306_s_at	5228.21	P
201307_at	792.91	P
201308_s_at	161.78	P
201309_x_at	219.29	P
201310_s_at	768.41	P
201311_s_at	239	P
201312_s_at	510.63	P
201313_at	298.17	P
201314_at	313.44	P
201315_x_at	2343.41	P
201316_at	329.29	P
201317_s_at	3030.78	P
201318_s_at	4022.31	P
201319_at	1357.82	P
201320_at	221.43	P
201321_s_at	193.87	P
201322_at	3916.19	P
201323_at	927.89	P
201324_at	1211.14	P
201325_s_at	930.87	P
201326_at	1059.56	P
201327_s_at	1640.51	P
201328_at	142.87	P
201329_s_at	119.64	P
201330_at	1353.22	P
201331_s_at	423.32	P
201332_s_at	98.2	P
201333_s_at	74.78	A
201334_s_at	929.57	P
201335_s_at	34.73	P
201336_at	2026.51	P
201337_s_at	898.22	P
201338_x_at	1613.05	P
201339_s_at	897.49	P
201340_s_at	275.49	P
201341_at	1302.59	P
201342_at	1511.16	P
201343_at	786.97	P
201344_at	108.21	P
201345_s_at	1311.17	P
201346_at	906.01	P
201347_x_at	1048.78	P
201348_at	106.85	P
201349_at	584.01	P
201350_at	402	P
201351_s_at	1551.01	P
201352_at	1425.59	P
201353_s_at	121.33	P
201354_s_at	224.56	M
201355_s_at	68.98	A
201356_at	615.71	P
201357_s_at	138.46	P
201358_s_at	1962.85	P
201359_at	1396.5	P
201360_at	1304.04	P
201361_at	679.87	P
201362_at	203.54	P
201363_s_at	261.57	P
201364_s_at	693.44	P
201365_at	527.18	P
201366_at	718.44	P
201367_s_at	33.65	A
201368_at	536.41	P
201369_s_at	65.14	P
201370_s_at	93.5	P
201371_s_at	1302.15	P
201372_s_at	24.74	P
201373_at	403.28	P
201374_x_at	56.24	P
201375_s_at	2373.95	P
201376_s_at	1187.94	P
201377_at	900.23	P
201378_s_at	1023.23	P
201379_s_at	1222.85	P
201380_at	264.31	P
201381_x_at	1934.98	P
201382_at	51.5	M
201383_s_at	261.11	P
201384_s_at	431.77	P
201385_at	3361.41	P
201386_s_at	2260.73	P
201387_s_at	1072.99	P
201388_at	658.5	P
201389_at	320.96	P
201390_s_at	2883.57	P
201391_at	995.37	P
201392_s_at	255.47	P
201393_s_at	537.14	P
201394_s_at	582.81	P
201395_at	911.06	P
201396_s_at	393.11	P
201397_at	746.05	P
201398_s_at	3247.52	P
201399_s_at	2407.47	P
201400_at	3621.29	P
201401_s_at	119.48	P
201402_at	117.28	A
201403_s_at	1511.76	P
201404_x_at	320.96	P
201405_s_at	1277.84	P
201406_at	6655.4	P
201407_s_at	345.07	P
201408_at	297.72	P
201409_s_at	443.48	P
201410_at	846.19	P
201411_s_at	661.1	P
201412_at	555.4	P
201413_at	561.15	P
201414_s_at	889.41	P
201415_at	900.48	P
201416_at	447.84	P
201417_at	705.14	P
201418_s_at	244.27	P
201419_at	464.69	P
201420_s_at	586.02	P
201421_s_at	473.54	P
201422_at	365.41	P
201423_s_at	957.43	P
201424_s_at	506.38	P
201425_at	190.49	P
201426_s_at	7544.95	P
201427_s_at	10.46	A
201428_at	26.44	A
201429_s_at	10621.64	P
201430_s_at	20.81	A
201431_s_at	43.16	A
201432_at	751.81	P
201433_s_at	1188.61	P
201434_at	901.5	P
201435_s_at	975.87	P
201436_at	152.76	P
201437_s_at	521.33	P
201438_at	26.96	A
201439_at	151	P
201440_at	519.06	P
201441_at	2069.26	P
201442_s_at	21.27	A
201443_s_at	1424.35	P
201444_s_at	1024.5	P
201445_at	744.87	P
201446_s_at	603.38	P
201447_at	265.93	P
201448_at	421.05	P
201449_at	105.34	P
201450_s_at	257.96	P
201451_x_at	19.28	A
201452_at	124.62	P
201453_x_at	2427.46	P
201454_s_at	1023.38	P
201455_s_at	783.75	P
201456_s_at	1277.78	P
201457_x_at	3160.88	P
201458_s_at	1764.5	P
201459_at	2235.59	P
201460_at	357.04	P
201461_s_at	110.34	P
201462_at	719.16	P
201463_s_at	3190.85	P
201464_x_at	545.47	P
201465_s_at	175.45	M
201466_s_at	113.87	P
201467_s_at	1109.49	P
201468_s_at	1946.45	P
201469_s_at	473.73	P
201470_at	2568.84	P
201471_s_at	1196.32	P
201472_at	1592.91	P
201473_at	97.26	P
201474_s_at	597.29	P
201475_x_at	861.41	P
201476_s_at	1610.59	P
201477_s_at	2426.4	P
201478_s_at	1033.79	P
201479_at	1579.94	P
201480_s_at	320.45	P
201481_s_at	587.14	P
201482_at	744.99	P
201483_s_at	830.88	P
201484_at	376.51	P
201485_s_at	891.92	P
201486_at	775.22	P
201487_at	482.8	P
201488_x_at	1725.9	P
201489_at	1316.32	P
201490_s_at	1200.08	P
201491_at	1568.23	P
201492_s_at	12396.11	P
201493_s_at	866.38	P
201494_at	840.71	P
201495_x_at	43.86	A
201496_x_at	16.4	A
201497_x_at	57.89	A
201498_at	510.24	P
201499_s_at	959.19	P
201500_s_at	639.61	P
201501_s_at	553.27	P
201502_s_at	505.58	P
201503_at	1725.37	P
201504_s_at	764.71	P
201505_at	467.14	P
201506_at	6165.98	P
201507_at	1681.49	P
201508_at	955.09	P
201509_at	684.23	P
201510_at	27.07	A
201511_at	615.27	P
201512_s_at	349.78	P
201513_at	154.69	P
201514_s_at	1123.14	P
201515_s_at	1267.36	P
201516_at	916.96	P
201517_at	468.05	P
201518_at	2539.15	P
201519_at	620.47	P
201520_s_at	1090.39	P
201521_s_at	468.89	P
201522_x_at	840.95	P
201523_x_at	1350.38	P
201524_x_at	2237.08	P
201525_at	27.44	A
201526_at	719.64	P
201527_at	1856.35	P
201528_at	2651.59	P
201529_s_at	1554.56	P
201530_x_at	7069.59	P
201531_at	129.67	A
201532_at	2460.89	P
201533_at	544.35	P
201534_s_at	205.5	P
201535_at	265.6	P
201536_at	432.41	P
201537_s_at	282.94	P
201538_s_at	191.32	P
201539_s_at	307.59	P
201540_at	1305.76	P
201541_s_at	1146.2	P
201542_at	1071.73	P
201543_s_at	858.33	P
201544_x_at	2533.36	P
201545_s_at	541.69	P
201546_at	1022.92	P
201547_at	15.04	A
201548_s_at	298.34	P
201549_x_at	324.7	P
201550_x_at	9955.78	P
201551_s_at	1278.47	P
201552_at	2393.28	P
201553_s_at	5939.31	P
201554_x_at	793.91	P
201555_at	1506.78	P
201556_s_at	34.59	A
201557_at	128.89	A
201558_at	1788.2	P
201559_s_at	1190.59	P
201560_at	2718.87	P
