#ID_REF = 
#VALUE = linear expression value; rma
#ABS_CALL = MAS 5.0 absolute detection
ID_REF	VALUE	ABS_CALL
203806_s_at	244.93	P
203807_x_at	15.86	A
203808_at	19.87	A
203809_s_at	48.3	A
203810_at	377.87	P
203811_s_at	496.05	P
203812_at	48.14	A
203813_s_at	80.61	P
203814_s_at	354.45	P
203815_at	19.46	A
203816_at	305.32	P
203817_at	14.72	A
203818_s_at	641.42	P
203819_s_at	153.63	P
203820_s_at	146.51	P
203821_at	649.66	P
203822_s_at	280.2	P
203823_at	410.79	P
203824_at	15.12	A
203825_at	600.54	P
203826_s_at	167.51	P
203827_at	144.33	P
203828_s_at	122.08	A
203829_at	238.53	P
203830_at	91.36	P
203831_at	230.6	P
203832_at	2020.29	P
203833_s_at	250.26	P
203834_s_at	221.5	P
203835_at	28.23	A
203836_s_at	34.64	P
203837_at	26.69	P
203838_s_at	36.66	A
203839_s_at	91.44	A
203840_at	66.48	P
203841_x_at	19.7	A
203842_s_at	128.75	A
203843_at	417.41	P
203844_at	11.81	A
203845_at	108.15	P
203846_at	597.73	P
203847_s_at	293.66	P
203848_at	243.87	P
203849_s_at	25.82	A
203850_s_at	12.08	A
203851_at	902.3	P
203852_s_at	397.32	P
203853_s_at	87.77	A
203854_at	16.95	A
203855_at	252.41	P
203856_at	603.63	P
203857_s_at	204.06	P
203858_s_at	223.64	P
203859_s_at	165.13	P
203860_at	112.87	P
203861_s_at	102.87	A
203862_s_at	14.81	A
203863_at	14.3	A
203864_s_at	20.7	A
203865_s_at	189.08	P
203866_at	70.71	P
203867_s_at	221.05	P
203868_s_at	622.14	P
203869_at	146.33	P
203870_at	125.8	P
203871_at	506.47	P
203872_at	51.57	A
203873_at	20.2	A
203874_s_at	620.61	P
203875_at	616.28	P
203876_s_at	16.77	A
203877_at	21.15	A
203878_s_at	61.22	A
203879_at	320.21	P
203880_at	1054.26	P
203881_s_at	51.57	P
203882_at	292.67	P
203883_s_at	140.55	P
203884_s_at	108.18	P
203885_at	423.28	P
203886_s_at	405.33	P
203887_s_at	34.74	P
203888_at	47.95	P
203889_at	15.45	A
203890_s_at	311.44	P
203891_s_at	165.75	P
203892_at	44.47	A
203893_at	857.42	P
203894_at	106.48	P
203895_at	507.98	P
203896_s_at	406.8	P
203897_at	397.47	P
203898_at	97.16	P
203899_s_at	246.05	P
203900_at	31.05	A
203901_at	40.15	A
203902_at	13.33	A
203903_s_at	10.88	A
203904_x_at	385.38	P
203905_at	589.79	P
203906_at	88.73	P
203907_s_at	139.91	P
203908_at	15.84	A
203909_at	427.1	P
203910_at	1810.77	P
203911_at	76.91	A
203912_s_at	322.05	P
203913_s_at	10.55	A
203914_x_at	12.65	A
203915_at	25.52	A
203916_at	178.09	P
203917_at	128.62	P
203918_at	85.32	A
203919_at	405.59	P
203920_at	47.28	P
203921_at	22.15	A
203922_s_at	22.82	A
203923_s_at	16.01	A
203924_at	16.78	A
203925_at	614.15	P
203926_x_at	277.14	P
203927_at	110.05	M
203928_x_at	53.28	A
203929_s_at	22.13	A
203930_s_at	23.82	A
203931_s_at	1010.26	P
203932_at	39.86	A
203933_at	137.53	P
203934_at	18.48	P
203935_at	192.47	P
203936_s_at	49.34	P
203937_s_at	93.45	A
203938_s_at	224.99	P
203939_at	113.98	P
203940_s_at	96.12	P
203941_at	177.03	P
203942_s_at	139.2	P
203943_at	466.6	P
203944_x_at	394.53	P
203945_at	55.6	P
203946_s_at	196.14	P
203947_at	428.09	P
203948_s_at	16.8	A
203949_at	18.48	A
203950_s_at	69.57	M
203951_at	66.45	A
203952_at	195.14	A
203953_s_at	26.49	A
203954_x_at	34.6	A
203955_at	164.11	P
203956_at	450.61	P
203957_at	240.32	P
203958_s_at	42.63	M
203959_s_at	206.12	P
203960_s_at	504.02	P
203961_at	12.91	A
203962_s_at	12.58	A
203963_at	26.95	A
203964_at	334.14	P
203965_at	40.35	A
203966_s_at	448.82	P
203967_at	555.78	P
203968_s_at	645.01	P
203969_at	17.11	A
203970_s_at	160.29	P
203971_at	357.33	P
203972_s_at	390.83	P
203973_s_at	340.41	P
203974_at	357.82	P
203975_s_at	506.15	P
203976_s_at	302.14	P
203977_at	91.15	A
203978_at	372.28	P
203979_at	116.84	A
203980_at	21.17	A
203981_s_at	155.58	P
203982_s_at	30.02	A
203983_at	369.08	P
203984_s_at	204.14	P
203985_at	224.68	P
203986_at	57.29	P
203987_at	559.39	P
203988_s_at	250.8	P
203989_x_at	323.9	P
203990_s_at	40.7	P
203991_s_at	26.28	P
203992_s_at	103.14	P
203993_x_at	34.8	A
203994_s_at	85.03	A
203995_at	65.44	A
203996_s_at	157.68	A
203997_at	402.88	P
203998_s_at	10.37	A
203999_at	14.71	A
204000_at	238.73	P
204001_at	123.29	P
204002_s_at	24.69	A
204003_s_at	114.68	P
204004_at	816.95	P
204005_s_at	420.43	P
204006_s_at	13.42	A
204007_at	15.84	A
204008_at	154.28	P
204009_s_at	551.27	P
204010_s_at	10.37	A
204011_at	90.87	P
204012_s_at	334.67	P
204013_s_at	13.04	A
204014_at	166.76	P
204015_s_at	180.31	P
204016_at	309.67	P
204017_at	759.26	P
204018_x_at	75.91	A
204019_s_at	83.26	P
204020_at	517.55	P
204021_s_at	429.18	P
204022_at	207.64	P
204023_at	1134.29	P
204024_at	64.29	P
204025_s_at	118.72	P
204026_s_at	2792.58	P
204027_s_at	229.59	P
204028_s_at	457.5	P
204029_at	125.6	P
204030_s_at	541.67	P
204031_s_at	3716.09	P
204032_at	280.23	P
204033_at	1848.41	P
204034_at	686.31	P
204035_at	20.74	P
204036_at	258.88	P
204037_at	160.72	P
204038_s_at	202.65	P
204039_at	57.58	P
204040_at	16.27	A
204041_at	16.89	A
204042_at	372.23	P
204043_at	73.35	A
204044_at	27.86	A
204045_at	332.11	P
204046_at	118.07	A
204047_s_at	141.38	P
204048_s_at	441.59	P
204049_s_at	325.03	P
204050_s_at	2620.83	P
204051_s_at	18.69	A
204052_s_at	12.3	A
204053_x_at	424.04	P
204054_at	54.81	P
204055_s_at	15.85	A
204056_s_at	158.23	M
204057_at	47.13	A
204058_at	189.35	P
204059_s_at	588.52	P
204060_s_at	61.35	P
204061_at	46.7	P
204062_s_at	106.75	P
204063_s_at	59.2	P
204064_at	514.12	P
204065_at	137.11	M
204066_s_at	161.72	P
204067_at	152.53	P
204068_at	300.78	P
204069_at	239.65	P
204070_at	179.71	P
204071_s_at	294.32	P
204072_s_at	13.05	A
204073_s_at	138.14	P
204074_s_at	176.18	P
204075_s_at	22.71	M
204076_at	595.33	P
204077_x_at	78.13	P
204078_at	175.96	P
204079_at	333.71	P
204080_at	463.99	P
204081_at	271.73	P
204082_at	314.11	P
204083_s_at	3702.69	P
204084_s_at	342.32	P
204085_s_at	143.02	P
204086_at	20.81	A
204087_s_at	285.19	P
204088_at	225.57	P
204089_x_at	364.97	P
204090_at	318.41	P
204091_at	258.55	P
204092_s_at	1612.08	P
204093_at	1111.05	P
204094_s_at	416.32	P
204095_s_at	56.47	P
204096_s_at	70.99	A
204097_s_at	180.48	P
204098_at	218.71	P
204099_at	128.67	P
204100_at	31.63	A
204101_at	30.24	A
204102_s_at	5218.52	P
204103_at	30.45	A
204104_at	150.51	P
204105_s_at	17.33	A
204106_at	238.31	P
204107_at	179.56	P
204108_at	219.77	P
204109_s_at	151.8	P
204110_at	16.14	A
204111_at	9.96	A
204112_s_at	11.62	A
204113_at	198.04	P
204114_at	54.4	P
204115_at	318.63	P
204116_at	41.47	A
204117_at	477.95	P
204118_at	42.75	A
204119_s_at	1380.64	P
204120_s_at	53.29	P
204121_at	32.24	A
204122_at	15.93	A
204123_at	147.42	P
204124_at	13.11	A
204125_at	297.16	P
204126_s_at	724.45	P
204127_at	1216.23	P
204128_s_at	642.26	P
204129_at	42.38	P
204130_at	21.3	A
204131_s_at	310.5	P
204132_s_at	109.42	P
204133_at	269.69	P
204134_at	32.13	A
204135_at	140.57	P
204136_at	409.92	P
204137_at	94.44	P
204138_s_at	81.9	A
204139_x_at	170.06	P
204140_at	184.34	P
204141_at	2710.07	P
204142_at	597.61	P
204143_s_at	549.87	P
204144_s_at	107.96	P
204145_at	815.32	P
204146_at	666.7	P
204147_s_at	704.65	P
204148_s_at	54.81	P
204149_s_at	61.35	P
204150_at	26.83	A
204151_x_at	30.6	A
204152_s_at	34.61	A
204153_s_at	25.1	A
204154_at	15.79	A
204155_s_at	154.23	P
204156_at	60.27	P
204157_s_at	59.77	M
204158_s_at	282.31	P
204159_at	898.89	P
204160_s_at	46.92	P
204161_s_at	15.12	A
204162_at	804.74	P
204163_at	48.93	A
204164_at	103.84	P
204165_at	299.36	P
204166_at	143.85	P
204167_at	210.23	P
204168_at	255.67	P
204169_at	248.69	P
204170_s_at	4096.41	P
204171_at	247.54	P
204172_at	254.86	P
204173_at	916.96	P
204174_at	25.44	A
204175_at	843.09	P
204176_at	39.95	P
204177_s_at	208.34	P
204178_s_at	598.15	P
204179_at	25.42	A
204180_s_at	101.82	P
204181_s_at	140.54	P
204182_s_at	71.2	P
204183_s_at	48.52	A
204184_s_at	22.21	A
204185_x_at	726.91	P
204186_s_at	454.87	P
204187_at	43.19	A
204188_s_at	230.77	A
204189_at	251.39	P
204190_at	209.84	P
204191_at	49.83	A
204192_at	14.68	A
204193_at	225.65	P
204194_at	154.41	P
204195_s_at	172.12	P
204196_x_at	22.93	P
204197_s_at	189.99	P
204198_s_at	168.54	P
204199_at	17.55	A
204200_s_at	48.02	A
204201_s_at	11.15	A
204202_at	38.41	P
204203_at	255.44	P
204204_at	118.83	P
204205_at	173.69	P
204206_at	183.85	P
204207_s_at	226.88	P
204208_at	293.34	P
204209_at	108.96	P
204210_s_at	60.51	P
204211_x_at	256.13	P
204212_at	248.32	P
204213_at	52.15	A
204214_s_at	1514.94	P
204215_at	370.09	P
204216_s_at	618.69	P
204217_s_at	65.72	P
204218_at	454.55	P
204219_s_at	2183.87	P
204220_at	21.59	A
204221_x_at	319.54	P
204222_s_at	1149.46	P
204223_at	31.32	A
204224_s_at	228.95	P
204225_at	30.89	P
204226_at	173.82	P
204227_s_at	117.03	P
204228_at	957.87	P
204229_at	34.51	A
204230_s_at	61.67	P
204231_s_at	31.59	A
204232_at	17.94	A
204233_s_at	214.55	P
204234_s_at	204.27	P
204235_s_at	11.5	A
204236_at	112.96	P
204237_at	11.01	A
204238_s_at	475.8	P
204239_s_at	47.4	A
204240_s_at	543.08	P
204241_at	49.39	P
204242_s_at	70.95	A
204243_at	229.18	P
204244_s_at	578.23	P
204245_s_at	374.62	P
204246_s_at	1898.19	P
204247_s_at	491.27	P
204248_at	569.25	P
204249_s_at	15.02	A
204250_s_at	64.42	P
204251_s_at	68.96	P
204252_at	1284.95	P
204253_s_at	63.18	A
204254_s_at	63.5	P
204255_s_at	33.51	M
204256_at	190.73	P
204257_at	862.52	P
204258_at	503.69	P
204259_at	19.95	A
204260_at	16.65	A
204261_s_at	34.82	A
204262_s_at	80.06	P
204263_s_at	268.01	P
204264_at	83.43	P
204265_s_at	111.76	P
204266_s_at	271.22	P
204267_x_at	422.05	P
204268_at	2013.03	P
204269_at	110.5	P
204270_at	42.87	P
204271_s_at	12.21	A
204272_at	25.09	A
204273_at	9.71	A
204274_at	450.64	P
204275_at	83.72	P
204276_at	135.16	P
204277_s_at	91.93	A
204278_s_at	123.54	P
204279_at	705.57	P
204280_at	71.54	A
204281_at	757.29	P
204282_s_at	198.32	P
204283_at	216.41	P
204284_at	349.87	P
204285_s_at	689.13	P
204286_s_at	496.25	P
204287_at	110.98	P
204288_s_at	25.52	A
204289_at	20.2	A
204290_s_at	245.32	P
204291_at	37.05	P
204292_x_at	143.15	A
204293_at	121.89	P
204294_at	61.83	A
204295_at	1009.84	P
204296_at	12.66	A
204297_at	418.2	P
204298_s_at	317.81	P
204299_at	195.37	P
204300_at	278.14	P
204301_at	40.96	A
204302_s_at	118.41	P
204303_s_at	160.23	P
204304_s_at	12.96	A
204305_at	161.33	P
204306_s_at	1010.08	P
204307_at	51.52	A
204308_s_at	120.31	P
204309_at	16.71	A
204310_s_at	33.65	A
204311_at	30	A
204312_x_at	311.28	P
204313_s_at	417.88	P
204314_s_at	272.69	P
204315_s_at	468.35	P
204316_at	127.8	P
204317_at	302.14	P
204318_s_at	615.5	P
204319_s_at	515.56	P
204320_at	13.52	A
204321_at	72.21	P
204322_at	65.83	A
204323_x_at	30.43	A
204324_s_at	127.42	P
204325_s_at	53.42	P
204326_x_at	1167.14	P
204327_s_at	123.17	P
204328_at	48.24	A
204329_s_at	40.76	A
204330_s_at	74.81	P
204331_s_at	1268.66	P
204332_s_at	216.68	P
204333_s_at	93.52	P
204334_at	258.69	P
204335_at	201.64	P
204336_s_at	394.62	P
204337_at	513.51	P
204338_s_at	143.88	P
204339_s_at	230.08	P
204340_at	50.51	P
204341_at	376.49	P
204342_at	658.47	P
204343_at	99.06	A
204344_s_at	371.28	P
204345_at	116.35	A
204346_s_at	426.47	P
204347_at	137.08	P
204348_s_at	263.87	P
204349_at	131.25	P
204350_s_at	341.66	P
204351_at	20.06	A
204352_at	188.46	P
204353_s_at	191.03	P
204354_at	241.37	P
204355_at	429.98	P
204356_at	41.36	A
204357_s_at	85.76	A
204358_s_at	59.69	P
204359_at	121.59	P
204360_s_at	120.82	P
204361_s_at	14.32	A
204362_at	33.72	A
204363_at	257.4	P
204364_s_at	73.22	P
204365_s_at	80.74	P
204366_s_at	722.5	P
204367_at	174.33	P
204368_at	46.78	P
204369_at	193.52	P
204370_at	460.72	P
204371_s_at	84.59	A
204372_s_at	820	P
204373_s_at	206.81	P
204374_s_at	133.34	P
204375_at	130.39	P
204376_at	23.38	M
204377_s_at	55.48	P
204378_at	36.49	A
204379_s_at	215.14	P
204380_s_at	18.26	A
204381_at	118.45	A
204382_at	322.05	P
204383_at	143.15	P
204384_at	216.89	M
204385_at	43.13	A
204386_s_at	1742.11	P
204387_x_at	200.48	P
204388_s_at	17.62	A
204389_at	21.31	P
204390_at	33.07	A
204391_x_at	163.11	P
204392_at	153.09	P
204393_s_at	13.14	A
204394_at	50.61	A
204395_s_at	103.56	M
204396_s_at	77.86	P
204397_at	50.57	A
204398_s_at	81.14	P
204399_s_at	56.37	A
204400_at	14.1	A
204401_at	55.52	P
204402_at	86.75	P
204403_x_at	296.89	P
204404_at	147.02	P
204405_x_at	796.13	P
204406_at	17.72	A
204407_at	93.45	P
204408_at	349.87	P
204409_s_at	209.67	P
204410_at	88.14	P
204411_at	33.69	A
204412_s_at	19.05	A
204413_at	154.01	P
204414_at	10.01	A
204415_at	178.14	P
204416_x_at	144.69	A
204417_at	58.12	P
204418_x_at	164.37	P
204419_x_at	23.82	A
204420_at	216.73	P
204421_s_at	444.61	P
204422_s_at	351.73	P
204423_at	135.52	P
204424_s_at	24.95	A
204425_at	51.87	A
204426_at	797.76	P
204427_s_at	1609.07	P
204428_s_at	230.3	P
204429_s_at	37.22	A
204430_s_at	21.32	A
204431_at	73.12	A
204432_at	55.88	P
204433_s_at	90.6	A
204434_at	144.74	P
204435_at	189.42	P
204436_at	157.81	P
204437_s_at	66.5	M
204438_at	14.7	A
204439_at	13.2	A
204440_at	89.24	P
204441_s_at	693.21	P
204442_x_at	78.5	A
204443_at	56.53	A
204444_at	799.98	P
204445_s_at	34.05	A
204446_s_at	12.12	A
204447_at	171.41	P
204448_s_at	259.13	P
204449_at	158.87	P
204450_x_at	33.6	A
204451_at	50.31	M
204452_s_at	27.72	P
204453_at	177.08	P
204454_at	447.41	P
204455_at	39.44	M
204456_s_at	106.69	P
204457_s_at	630.23	P
204458_at	206.46	P
204459_at	455.95	P
204460_s_at	452.93	P
204461_x_at	508.47	P
204462_s_at	36.99	A
204463_s_at	15.36	A
204464_s_at	15.02	P
204465_s_at	49.96	A
204466_s_at	21.5	A
204467_s_at	19.65	A
204468_s_at	17.17	A
204469_at	11.25	A
204470_at	27.86	A
204471_at	12.7	A
204472_at	101.89	P
204473_s_at	70.46	P
204474_at	144.33	A
204475_at	17.2	A
204476_s_at	128.77	A
204477_at	224.78	P
204478_s_at	591.58	P
204479_at	179.24	P
204480_s_at	601.69	P
204481_at	201.96	P
204482_at	40.89	A
204483_at	58.15	P
204484_at	72.49	A
204485_s_at	268.8	P
204486_at	15.1	A
204487_s_at	105.47	A
204488_at	340.41	P
204489_s_at	573.1	P
204490_s_at	453.87	P
204491_at	68.18	P
204492_at	69.92	P
204493_at	319.69	P
204494_s_at	84.53	P
204495_s_at	101.76	P
204496_at	141.11	P
204497_at	176.78	P
204498_s_at	80.47	A
204499_at	27.78	A
204500_s_at	150.51	P
204501_at	24.74	A
204502_at	227.01	P
204503_at	57.24	A
204504_s_at	439.36	P
204505_s_at	100.99	P
204506_at	95.11	P
204507_s_at	90.04	P
204508_s_at	26.94	A
204509_at	31.45	A
204510_at	433.77	P
204511_at	53.64	A
204512_at	113.85	P
204513_s_at	13.45	A
204514_at	311.09	P
204515_at	20.43	A
204516_at	158.23	P
204517_at	790.17	P
204518_s_at	338.14	P
204519_s_at	40.44	A
204520_x_at	220.3	P
204521_at	445.32	P
204522_at	117.37	P
204523_at	142.14	P
204524_at	263.87	P
204525_at	11.53	A
204526_s_at	172.68	P
204527_at	103.1	P
204528_s_at	1393.36	P
204529_s_at	16.36	P
204530_s_at	17.04	A
204531_s_at	347.41	P
204532_x_at	55.05	A
204533_at	19.75	A
204534_at	80.63	P
204535_s_at	154.78	P
204536_s_at	26.52	A
204537_s_at	197.67	P
204538_x_at	1425.55	P
204539_s_at	21.77	A
204540_at	1068.59	P
204541_at	99.86	P
204542_at	50.95	A
204543_at	48.13	A
204544_at	217.22	P
204545_at	84.67	M
204546_at	117.92	P
204547_at	380.58	P
204548_at	15.21	A
204549_at	126.8	P
204550_x_at	136.15	P
204551_s_at	23.33	A
204552_at	59.58	P
204553_x_at	52.45	A
204554_at	104.73	P
204555_s_at	42.34	A
204556_s_at	363.42	P
204557_s_at	97.71	P
204558_at	284.2	P
204559_s_at	1940.59	P
204560_at	187.94	P
204561_x_at	64.53	A
204562_at	28.36	A
204563_at	12.41	A
204564_at	77.44	P
204565_at	330.18	P
204566_at	619.77	P
204567_s_at	14.63	A
204568_at	150.77	P
204569_at	18.36	P
204570_at	47.71	A
204571_x_at	665.05	P
204572_s_at	48.54	P
204573_at	123.54	P
204574_s_at	76.83	A
204575_s_at	59.2	P
204576_s_at	180.01	P
204577_s_at	32.37	P
204578_at	88.61	P
204579_at	44.92	A
204580_at	13	A
204581_at	34.49	A
204582_s_at	35.69	A
204583_x_at	53.35	A
204584_at	197.5	P
204585_s_at	53.79	A
204586_at	22.72	A
204587_at	267.45	P
204588_s_at	29.48	A
204589_at	228.8	P
204590_x_at	64.16	P
204591_at	12.1	A
204592_at	30.57	A
204593_s_at	231.92	P
204594_s_at	221.32	P
204595_s_at	64.61	M
204596_s_at	37.92	A
204597_x_at	17.55	A
204598_at	155.51	M
204599_s_at	685.32	P
204600_at	59.37	A
204601_at	178.04	P
204602_at	3038.38	P
204603_at	406.15	P
204604_at	389.41	P
204605_at	160.78	P
204606_at	65.63	A
204607_at	27.71	A
204608_at	323.28	P
204609_at	18.93	A
204610_s_at	392.31	P
204611_s_at	211.34	A
204612_at	15.01	A
204613_at	52.25	P
204614_at	17.74	P
204615_x_at	1225.59	P
204616_at	1723.63	P
204617_s_at	669.35	P
204618_s_at	376.87	P
204619_s_at	11.14	A
204620_s_at	17.17	A
204621_s_at	17.54	A
204622_x_at	16.87	A
204623_at	54.54	A
204624_at	53.6	P
204625_s_at	28.56	A
204626_s_at	61.53	A
204627_s_at	50.5	P
204628_s_at	77.79	M
204629_at	32.65	A
204630_s_at	467.14	P
204631_at	13.72	A
204632_at	308.14	P
204633_s_at	74.18	P
204634_at	158.03	P
204635_at	39.11	P
204636_at	31.35	A
204637_at	58.34	A
204638_at	28.8	A
204639_at	671.17	P
204640_s_at	1034.14	P
204641_at	618.43	P
204642_at	16.65	A
204643_s_at	95.86	P
204644_at	40.89	A
204645_at	112.85	P
204646_at	24.46	P
204647_at	421.56	P
204648_at	95.75	A
204649_at	529.87	P
204650_s_at	138.02	P
204651_at	139.93	P
204652_s_at	85.49	P
204653_at	1084.75	P
204654_s_at	227.72	P
204655_at	25.55	A
204656_at	260.57	P
204657_s_at	243.48	P
204658_at	541.69	P
204659_s_at	137.06	P
204660_at	144.17	A
204661_at	33.4	A
204662_at	452.03	P
204663_at	64.6	P
204664_at	20.93	A
204665_at	15.62	A
204666_s_at	34.78	P
204667_at	68.81	P
204668_at	81.28	P
204669_s_at	152.31	P
204670_x_at	72.12	A
204671_s_at	14.13	A
204672_s_at	12.74	A
204673_at	62.49	A
204674_at	49.39	A
204675_at	252.36	P
204676_at	180.78	P
204677_at	18.12	A
204678_s_at	24.24	A
204679_at	21.59	A
204680_s_at	22.03	A
204681_s_at	16.96	A
204682_at	70.46	P
204683_at	25.57	A
204684_at	63.23	P
204685_s_at	25.82	A
204686_at	132.62	P
204687_at	45.74	A
204688_at	695.15	P
204689_at	84.32	P
204690_at	531.47	P
204691_x_at	91.98	A
204692_at	189.97	A
204693_at	190.12	P
204694_at	34.14	A
204695_at	451.01	P
204696_s_at	134.06	P
204697_s_at	22	A
204698_at	62.49	A
204699_s_at	265.5	P
204700_x_at	177.41	P
204701_s_at	90.93	A
204702_s_at	69.57	P
204703_at	126.26	P
204704_s_at	9.73	A
204705_x_at	24.61	A
204706_at	317.73	P
204707_s_at	31.22	A
204708_at	21.23	A
204709_s_at	696.05	P
204710_s_at	1089.9	P
204711_at	206.05	P
204712_at	13.63	P
204713_s_at	22.97	A
204714_s_at	19.79	A
204715_at	138.51	P
204716_at	179.91	P
204717_s_at	28.69	A
204718_at	33.78	M
204719_at	84.52	P
204720_s_at	731.96	P
204721_s_at	12.93	A
204722_at	17.55	A
204723_at	16.32	A
204724_s_at	64.51	A
204725_s_at	277.06	P
204726_at	197.78	P
204727_at	29.7	P
204728_s_at	116.92	P
204729_s_at	95.15	A
204730_at	44.52	P
204731_at	101.27	P
204732_s_at	45.12	P
204733_at	30.24	A
204734_at	22.9	A
204735_at	96.48	P
204736_s_at	39.39	A
204737_s_at	20.55	A
204738_s_at	76.9	P
204739_at	120.82	P
204740_at	58.23	P
204741_at	88.91	M
204742_s_at	68.9	P
204743_at	38.44	A
204744_s_at	2355.32	P
204745_x_at	1048.78	P
204746_s_at	108.37	A
204747_at	218.54	P
204748_at	14	A
204749_at	12.04	A
204750_s_at	14.48	A
204751_x_at	16.21	A
204752_x_at	729.15	P
204753_s_at	12.77	A
204754_at	15.78	A
204755_x_at	14.12	A
204756_at	127.27	P
204757_s_at	87.54	A
204758_s_at	17.24	A
204759_at	73.4	P
204760_s_at	26.95	A
204761_at	95.66	P
204762_s_at	20.24	A
204763_s_at	49.09	A
204764_at	118.19	P
204765_at	101.12	A
204766_s_at	362.38	P
204767_s_at	1775.28	P
204768_s_at	1312.33	P
204769_s_at	175.05	P
204770_at	73.73	P
204771_s_at	315.75	P
204772_s_at	215.14	P
204773_at	117.75	P
204774_at	12.22	A
204775_at	304.13	P
204776_at	56.73	A
204777_s_at	22.08	A
204778_x_at	108.85	P
204779_s_at	196.91	P
204780_s_at	131.97	P
204781_s_at	89.33	P
204782_at	16.47	A
204783_at	45.13	P
204784_s_at	182.12	P
204785_x_at	315.14	P
204786_s_at	176.08	P
204787_at	30.81	A
204788_s_at	147.48	P
204789_at	82.27	A
204790_at	101.31	P
204791_at	159.33	P
204792_s_at	26.9	M
204793_at	14.06	A
204794_at	61.17	A
204795_at	139.62	P
204796_at	16.3	A
204797_s_at	58.89	P
204798_at	25.85	P
204799_at	110.01	P
204800_s_at	25.85	A
204801_s_at	56.02	A
204802_at	25.25	A
204803_s_at	38	A
204804_at	134.54	P
204805_s_at	784.41	P
204806_x_at	743.88	P
204807_at	43.21	P
204808_s_at	365.18	P
204809_at	274.13	P
204810_s_at	21.28	A
204811_s_at	28.93	A
204812_at	416.05	P
204813_at	27.48	A
204814_at	12.38	A
204815_s_at	78.87	A
204816_s_at	16.43	A
204817_at	467.58	P
204818_at	20.3	A
204819_at	117.04	P
204820_s_at	376.9	P
204821_at	57.09	P
204822_at	697.3	P
204823_at	59.77	A
204824_at	261.59	P
204825_at	2295.29	P
204826_at	388.23	P
204827_s_at	107.48	P
204828_at	156.4	P
204829_s_at	89.46	A
204830_x_at	60.72	P
204831_at	212.45	P
204832_s_at	203.08	P
204833_at	532.22	P
204834_at	13.01	A
204835_at	233.53	P
204836_at	29.03	A
204837_at	209.87	P
204838_s_at	53.15	P
204839_at	1436.5	P
204840_s_at	14.9	M
204841_s_at	41.29	P
204842_x_at	416.98	P
204843_s_at	121.09	P
204844_at	11.18	A
204845_s_at	11.15	A
204846_at	16.41	A
204847_at	326.09	P
204848_x_at	44.47	A
204849_at	275.87	P
204850_s_at	20.49	A
204851_s_at	10.9	A
204852_s_at	30.79	A
204853_at	159.32	P
204854_at	105.72	P
204855_at	57.46	P
204856_at	82.13	A
204857_at	162.9	P
204858_s_at	87.72	M
204859_s_at	113.12	P
204860_s_at	12.43	A
204861_s_at	15.99	A
204862_s_at	324.61	P
204863_s_at	107.16	P
204864_s_at	105.04	P
204865_at	9.78	A
204866_at	154.51	P
204867_at	200.19	P
204868_at	740.65	P
204869_at	10.13	A
204870_s_at	24.39	A
204871_at	75.42	P
204872_at	926.5	P
204873_at	22.87	P
204874_x_at	48.75	A
204875_s_at	115.72	P
204876_at	135.61	A
204877_s_at	81.73	M
204878_s_at	179.29	A
204879_at	34.09	A
204880_at	234.86	P
204881_s_at	883.47	P
204882_at	18.48	A
204883_s_at	239.05	P
204884_s_at	16.26	P
204885_s_at	26.28	A
204886_at	148.53	P
204887_s_at	591.19	P
204888_s_at	21.67	A
204889_s_at	34.59	A
204890_s_at	19.43	A
204891_s_at	24.37	A
204892_x_at	11383.54	P
204893_s_at	86.75	P
204894_s_at	18.61	A
204895_x_at	31.5	A
204896_s_at	68.13	A
204897_at	228.32	P
204898_at	17.04	A
204899_s_at	153.05	P
204900_x_at	306.78	P
204901_at	75.91	A
204902_s_at	132.1	P
204903_x_at	622.87	P
204904_at	24.16	A
204905_s_at	970.62	P
204906_at	65.53	P
204907_s_at	54.04	A
204908_s_at	91.34	P
204909_at	26.78	A
204910_s_at	25.58	A
204911_s_at	28.18	A
204912_at	22.9	A
204913_s_at	12.66	A
204914_s_at	13.83	A
204915_s_at	14.16	A
204916_at	186.04	P
204917_s_at	83.63	P
204918_s_at	38.74	P
204919_at	34.33	P
204920_at	113.61	P
204921_at	162.22	P
204922_at	81.94	P
204923_at	33.31	A
204924_at	26.95	A
204925_at	147.87	P
204926_at	21.83	A
204927_at	236.57	P
204928_s_at	518.98	P
204929_s_at	116.9	P
204930_s_at	152.71	P
204931_at	16.49	A
204932_at	9.95	A
204933_s_at	17.23	A
204934_s_at	37.12	M
204935_at	24.27	P
204936_at	80.8	A
204937_s_at	152.51	P
204938_s_at	11.94	A
204939_s_at	14.3	A
204940_at	11.14	A
204941_s_at	20.57	A
204942_s_at	14.65	A
204943_at	54.44	A
204944_at	144.33	P
204945_at	18.81	A
204946_s_at	182.03	P
204947_at	308.11	P
204948_s_at	134.87	P
204949_at	158.23	P
204950_at	55.88	P
204951_at	25.17	A
204952_at	77.71	A
204953_at	12.93	A
204954_s_at	65.05	A
204955_at	17.28	A
204956_at	55.66	P
204957_at	327.69	P
204958_at	65.69	A
204959_at	12.08	A
204960_at	48.72	A
204961_s_at	28.56	A
204962_s_at	1054.67	P
204963_at	16.65	A
204964_s_at	13.29	A
204965_at	12.69	A
204966_at	94.96	P
204967_at	21.45	A
204968_at	163.07	A
204969_s_at	190.57	P
