#ID_REF = 
#VALUE = linear expression value; rma
#ABS_CALL = MAS 5.0 absolute detection
ID_REF	VALUE	ABS_CALL
200696_s_at	381.08	P
200697_at	1299.57	P
200698_at	894.14	P
200699_at	1018.95	P
200700_s_at	1447.88	P
200701_at	1259.53	P
200702_s_at	738.41	P
200703_at	4016.67	P
200704_at	2115.13	P
200705_s_at	4662.38	P
200706_s_at	2035.39	P
200707_at	601.11	P
200708_at	2212.96	P
200709_at	1377.64	P
200710_at	1159.47	P
200711_s_at	1088.5	P
200712_s_at	1110.04	P
200713_s_at	3499.97	P
200714_x_at	988.05	P
200715_x_at	3946.59	P
200716_x_at	9391.41	P
200717_x_at	8988.05	P
200718_s_at	4105.66	P
200719_at	245.96	P
200720_s_at	931.65	P
200721_s_at	530.99	P
200722_s_at	1254.24	P
200723_s_at	1955.56	P
200724_at	36.06	A
200725_x_at	7631.71	P
200726_at	3148.82	P
200727_s_at	845.24	P
200728_at	2433.05	P
200729_s_at	1530.25	P
200730_s_at	497.32	P
200731_s_at	675.96	P
200732_s_at	872.37	P
200733_s_at	626.48	P
200734_s_at	1113.85	P
200735_x_at	7184.59	P
200736_s_at	2548.41	P
200737_at	1623.72	P
200738_s_at	4592.5	P
200739_s_at	642.47	P
200740_s_at	2392.67	P
200741_s_at	6512.75	P
200742_s_at	221.04	P
200743_s_at	703.96	P
200744_s_at	1756.14	P
200745_s_at	2187.5	P
200746_s_at	1926.27	P
200747_s_at	332.66	P
200748_s_at	4877.9	P
200749_at	1847.87	P
200750_s_at	5263.81	P
200751_s_at	2911.05	P
200752_s_at	213.66	P
200753_x_at	1847.48	P
200754_x_at	4365.36	P
200755_s_at	1760.46	P
200756_x_at	1347	P
200757_s_at	1140.26	P
200758_s_at	914.41	P
200759_x_at	987.02	P
200760_s_at	1351.69	P
200761_s_at	1388.42	P
200762_at	1709.62	P
200763_s_at	7994.39	P
200764_s_at	1095.78	P
200765_x_at	2110.77	P
200766_at	155.52	P
200767_s_at	359.94	P
200768_s_at	1766.14	P
200769_s_at	437.96	P
200770_s_at	707.97	P
200771_at	1227.55	P
200772_x_at	5792.98	P
200773_x_at	4478.41	P
200774_at	2034.92	P
200775_s_at	4274.85	P
200776_s_at	1963.76	P
200777_s_at	2909.4	P
200778_s_at	2169.71	P
200779_at	2598.25	P
200780_x_at	6637.11	P
200781_s_at	10739.89	P
200782_at	2159.51	P
200783_s_at	1232.96	P
200784_s_at	144.93	A
200785_s_at	96.43	A
200786_at	3377.13	P
200787_s_at	1397.25	P
200788_s_at	2366.5	P
200789_at	520.96	P
200790_at	2975.88	P
200791_s_at	1392.14	P
200792_at	4416.06	P
200793_s_at	668.01	P
200794_x_at	2351.5	P
200795_at	15.81	A
200796_s_at	344.41	P
200797_s_at	2181.79	P
200798_x_at	1040.23	P
200799_at	2291.24	P
200800_s_at	1395.91	P
200801_x_at	10055.8	P
200802_at	1664.6	P
200803_s_at	2793.98	P
200804_at	2549.61	P
200805_at	682.55	P
200806_s_at	4148.18	P
200807_s_at	5484.37	P
200808_s_at	463.47	P
200809_x_at	8848.96	P
200810_s_at	1677.41	P
200811_at	1055.64	P
200812_at	3156.22	P
200813_s_at	619.09	P
200814_at	1708.69	P
200815_s_at	437.96	P
200816_s_at	731.41	P
200817_x_at	9366.75	P
200818_at	3412.47	P
200819_s_at	10096.53	P
200820_at	2118.87	P
200821_at	519.37	P
200822_x_at	4034.35	P
200823_x_at	6556.54	P
200824_at	1996.73	P
200825_s_at	807.69	P
200826_at	4834.19	P
200827_at	407.69	P
200828_s_at	3103.06	P
200829_x_at	2051.72	P
200830_at	2638.58	P
200831_s_at	720.37	P
200832_s_at	976.33	P
200833_s_at	2922.59	P
200834_s_at	8458.14	P
200835_s_at	215.79	P
200836_s_at	443.78	P
200837_at	1798.27	P
200838_at	977.59	P
200839_s_at	1753.39	P
200840_at	4818.29	P
200841_s_at	331.78	P
200842_s_at	664.97	P
200843_s_at	737.16	P
200844_s_at	3353.08	P
200845_s_at	1471.78	P
200846_s_at	2481.52	P
200847_s_at	1964.81	P
200848_at	685.92	P
200849_s_at	596.69	P
200850_s_at	1499.11	P
200851_s_at	1472.19	P
200852_x_at	813.64	P
200853_at	4623.42	P
200854_at	307.44	P
200855_at	105.94	P
200856_x_at	46.96	P
200857_s_at	214.23	P
200858_s_at	5607.44	P
200859_x_at	1187.28	P
200860_s_at	1730.54	P
200861_at	337.1	P
200862_at	1823.14	P
200863_s_at	2169.53	P
200864_s_at	355.41	P
200865_at	15.05	A
200866_s_at	1854.49	P
200867_at	629.04	P
200868_s_at	855.23	P
200869_at	7463.51	P
200870_at	2308.23	P
200871_s_at	2919.78	P
200872_at	6881.77	P
200873_s_at	2911.36	P
200874_s_at	437.3	P
200875_s_at	1056.79	P
200876_s_at	3453.78	P
200877_at	3489.8	P
200878_at	1785.19	P
200879_s_at	127.33	P
200880_at	1904.87	P
200881_s_at	4511.01	P
200882_s_at	1998.52	P
200883_at	1463.61	P
200884_at	249.81	P
200885_at	2179.44	P
200886_s_at	5067.39	P
200887_s_at	914.6	P
200888_s_at	5797.84	P
200889_s_at	764.69	P
200890_s_at	422.53	P
200891_s_at	2884.32	P
200892_s_at	1799.55	P
200893_at	3686.35	P
200894_s_at	400.15	P
200895_s_at	918.82	P
200896_x_at	1743.8	P
200897_s_at	1814.35	P
200898_s_at	590.05	P
200899_s_at	814.47	P
200900_s_at	1050.26	P
200901_s_at	763.6	P
200902_at	1015.89	P
200903_s_at	1139.23	P
200904_at	187.67	P
200905_x_at	1197.13	P
200906_s_at	376.9	P
200907_s_at	1103.93	P
200908_s_at	29.32	A
200909_s_at	6809.18	P
200910_at	2740.64	P
200911_s_at	1098.88	P
200912_s_at	3583.67	P
200913_at	878.57	P
200914_x_at	597.81	P
200915_x_at	2113.5	P
200916_at	4548.21	P
200917_s_at	397.69	P
200918_s_at	1020.86	P
200919_at	723.96	P
200920_s_at	451.85	P
200921_s_at	350.31	P
200922_at	354.14	P
200923_at	1999.69	P
200924_s_at	986.35	P
200925_at	4224.27	P
200926_at	9290.5	P
200927_s_at	828.11	P
200928_s_at	19.53	P
200929_at	1302.3	P
200930_s_at	27.98	A
200931_s_at	2762.2	P
200932_s_at	1590.46	P
200933_x_at	8625.17	P
200934_at	2830.24	P
200935_at	179.37	P
200936_at	9472.32	P
200937_s_at	5319.63	P
200938_s_at	17.63	A
200939_s_at	19.35	A
200940_s_at	211.14	P
200941_at	1567.87	P
200942_s_at	2836.39	P
200943_at	4348.45	P
200944_s_at	4137.03	P
200945_s_at	866.19	P
200946_x_at	483.76	P
200947_s_at	556.41	P
200948_at	986.11	P
200949_x_at	6619.78	P
200950_at	2049.23	P
200951_s_at	18.34	A
200952_s_at	17.94	A
200953_s_at	14.07	A
200954_at	720.97	A
200955_at	1359.91	P
200956_s_at	1119.76	P
200957_s_at	1292.77	P
200958_s_at	1547.9	P
200959_at	2425.74	P
200960_x_at	3315.87	P
200961_at	752.33	P
200962_at	184.04	P
200963_x_at	8098.87	P
200964_at	1057.17	P
200965_s_at	322.05	P
200966_x_at	6481.29	P
200967_at	2891.71	P
200968_s_at	2993.87	P
200969_at	576.85	P
200970_s_at	512.64	P
200971_s_at	1719.87	P
200972_at	1574.29	P
200973_s_at	898.59	P
200974_at	242.18	P
200975_at	1939.18	P
200976_s_at	1288.93	P
200977_s_at	1254.93	P
200978_at	3458.16	P
200979_at	103.69	P
200980_s_at	947.35	P
200981_x_at	6477.51	P
200982_s_at	949.11	P
200983_x_at	3809.59	P
200984_s_at	2457.24	P
200985_s_at	3024.31	P
200986_at	22.43	A
200987_x_at	841.71	P
200988_s_at	153.66	P
200989_at	3934.98	P
200990_at	1379.46	P
200991_s_at	1012.23	P
200992_at	1472.26	P
200993_at	1408.51	P
200994_at	990.65	P
200995_at	531.67	P
200996_at	2075.23	P
200997_at	1784.52	P
200998_s_at	891.9	P
200999_s_at	2256.92	P
201000_at	1387.23	P
201001_s_at	1140.09	P
201002_s_at	993.62	P
201003_x_at	893.05	P
201004_at	2105.84	P
201005_at	1545.88	P
201006_at	44.67	M
201007_at	1116.06	P
201008_s_at	303.76	P
201009_s_at	256.23	P
201010_s_at	301.9	P
201011_at	1108.53	P
201012_at	3852	P
201013_s_at	2367.87	P
201014_s_at	1867.28	P
201015_s_at	75.86	P
201016_at	426.19	P
201017_at	422.04	P
201018_at	508.15	P
201019_s_at	1143.52	P
201020_at	810.47	P
201021_s_at	3632.88	P
201022_s_at	5301.61	P
201023_at	1130.58	P
201024_x_at	1143.69	P
201025_at	146.28	P
201026_at	59.22	P
201027_s_at	520.96	P
201028_s_at	1290.23	P
201029_s_at	1922.29	P
201030_x_at	5039.5	P
201031_s_at	2020.13	P
201032_at	747.41	P
201033_x_at	8828.08	P
201034_at	698.14	P
201035_s_at	265.65	P
201036_s_at	303.7	P
201037_at	1528.11	P
201038_s_at	348.73	P
201039_s_at	310.47	P
201040_at	653.7	P
201041_s_at	1385.87	P
201042_at	118.58	P
201043_s_at	816.11	P
201044_x_at	194.87	P
201045_s_at	92.11	A
201046_s_at	539.44	P
201047_x_at	1209.35	P
201048_x_at	138.03	P
201049_s_at	10355.31	P
201050_at	384.2	P
201051_at	1273.08	P
201052_s_at	442.94	P
201053_s_at	229.41	P
201054_at	2008.05	P
201055_s_at	380.31	P
201056_at	74.89	P
201057_s_at	276.51	P
201058_s_at	1351.49	P
201059_at	989.24	P
201060_x_at	1357.78	P
201061_s_at	1113.6	P
201062_at	14	A
201063_at	945.52	P
201064_s_at	1094.31	P
201065_s_at	930.14	P
201066_at	2122.71	P
201067_at	507.41	P
201068_s_at	2346.87	P
201069_at	42.02	P
201070_x_at	993.59	P
201071_x_at	2035.53	P
201072_s_at	199.68	P
201073_s_at	347.67	P
201074_at	621.55	P
201075_s_at	449.92	P
201076_at	598.16	P
201077_s_at	2270.8	P
201078_at	1680.59	P
201079_at	558.78	P
201080_at	240.23	P
201081_s_at	112.25	P
201082_s_at	218.49	P
201083_s_at	251.16	P
201084_s_at	1545.23	P
201085_s_at	1046.28	P
201086_x_at	1285.23	P
201087_at	320.85	P
201088_at	2713.69	P
201089_at	938.68	P
201090_x_at	10024.31	P
201091_s_at	1005.62	P
201092_at	2132.94	P
201093_x_at	2011.7	P
201094_at	6523.78	P
201095_at	627.63	P
201096_s_at	1580.99	P
201097_s_at	2427.33	P
201098_at	1407.5	P
201099_at	693.05	P
201100_s_at	1361.16	P
201101_s_at	839.55	P
201102_s_at	369.63	P
201103_x_at	1557.48	P
201104_x_at	984.74	P
201105_at	8544.19	P
201106_at	2798.69	P
201107_s_at	269.87	P
201108_s_at	1453.21	P
201109_s_at	1451.68	P
201110_s_at	844.96	P
201111_at	1730.51	P
201112_s_at	4112.87	P
201113_at	1964.09	P
201114_x_at	4651.96	P
201115_at	973.89	P
201116_s_at	400.74	P
201117_s_at	238.21	P
201118_at	969.1	P
201119_s_at	4029.83	P
201120_s_at	1080.71	P
201121_s_at	1537.04	P
201122_x_at	2426.97	P
201123_s_at	5092.14	P
201124_at	49.06	P
201125_s_at	662.89	P
201126_s_at	378.69	P
201127_s_at	466.56	P
201128_s_at	2223.24	P
201129_at	1098.14	P
201130_s_at	16.67	A
201131_s_at	19.68	A
201132_at	656.96	P
201133_s_at	562.55	P
201134_x_at	4623.47	P
201135_at	1917.87	P
201136_at	2077.37	P
201137_s_at	91.44	P
201138_s_at	1259.65	P
201139_s_at	965.31	P
201140_s_at	502.88	P
201141_at	18.73	A
201142_at	868.53	P
201143_s_at	342.96	P
201144_s_at	2066.16	P
201145_at	2024.5	P
201146_at	899.69	P
201147_s_at	190.73	P
201148_s_at	148.08	A
201149_s_at	151.68	P
201150_s_at	263.07	P
201151_s_at	397.04	P
201152_s_at	1119.6	P
201153_s_at	1039.34	P
201154_x_at	8512.23	P
201155_s_at	527.15	P
201156_s_at	900.83	P
201157_s_at	1020.1	P
201158_at	191.95	P
201159_s_at	97.89	P
201160_s_at	2777.78	P
201161_s_at	2095.06	P
201162_at	4194.41	P
201163_s_at	3073.21	P
201164_s_at	797.07	P
201165_s_at	548.14	P
201166_s_at	1437.47	P
201167_x_at	150.15	P
201168_x_at	466.52	P
201169_s_at	101.49	P
201170_s_at	375.34	P
201171_at	29.56	P
201172_x_at	1652.59	P
201173_x_at	1471.63	P
201174_s_at	600.31	P
201175_at	1089.5	P
201176_s_at	1298.87	P
201177_s_at	1332.23	P
201178_at	810.59	P
201179_s_at	837.09	P
201180_s_at	2404.69	P
201181_at	279.59	P
201182_s_at	303.25	P
201183_s_at	815.14	P
201184_s_at	734.83	P
201185_at	318.18	P
201186_at	315.46	P
201187_s_at	47.4	A
201188_s_at	209.98	P
201189_s_at	436.86	P
201190_s_at	609.88	P
201191_at	404.13	P
201192_s_at	560.85	P
201193_at	769.87	P
201194_at	1197.42	P
201195_s_at	1862.73	P
201196_s_at	859.77	P
201197_at	1060.05	P
201198_s_at	1431.14	P
201199_s_at	1229.71	P
201200_at	504.36	P
201201_at	2293.82	P
201202_at	4193.2	P
201203_s_at	188.94	P
201204_s_at	627.5	P
201205_at	46.83	P
201206_s_at	333.87	P
201207_at	796.6	P
201208_s_at	269.87	P
201209_at	1775.5	P
201210_at	1824.27	P
201211_s_at	406.42	P
201212_at	483.4	P
201213_at	101.72	P
201214_s_at	547.79	P
201215_at	2591.21	P
201216_at	1419.58	P
201217_x_at	8132	P
201218_at	1158.16	P
201219_at	308.69	P
201220_x_at	1846.71	P
201221_s_at	1161.27	P
201222_s_at	1345.37	P
201223_s_at	1055.53	P
201224_s_at	437.15	P
201225_s_at	1046.89	P
201226_at	1902.68	P
201227_s_at	2202.55	P
201228_s_at	132.38	P
201229_s_at	309.41	P
201230_s_at	255.14	P
201231_s_at	6325.86	P
201232_s_at	938.46	P
201233_at	380.96	P
201234_at	963.97	P
201235_s_at	78.17	A
201236_s_at	181.01	P
201237_at	436.12	P
201238_s_at	1163.52	P
201239_s_at	2203.69	P
201240_s_at	2871.93	P
201241_at	1478.23	P
201242_s_at	1257.92	P
201243_s_at	1113.59	P
201244_s_at	715.05	P
201245_s_at	791.59	P
201246_s_at	208.88	P
201247_at	201.07	P
201248_s_at	231.77	P
201249_at	20.9	P
201250_s_at	378.78	P
201251_at	2272.43	P
201252_at	1115.14	P
201253_s_at	2036.5	P
201254_x_at	9360.91	P
201255_x_at	658.75	P
201256_at	1124.69	P
201257_x_at	9056.96	P
201258_at	6764.65	P
201259_s_at	779.57	P
201260_s_at	543.42	P
201261_x_at	262.56	P
201262_s_at	44.04	A
201263_at	1607.07	P
201264_at	1150.87	P
201265_at	23.69	A
201266_at	3251.6	P
201267_s_at	2506.22	P
201268_at	4855.14	P
201269_s_at	25.62	M
201270_x_at	407.44	P
201271_s_at	796.23	P
201272_at	1637.3	P
201273_s_at	3165.63	P
201274_at	1675.32	P
201275_at	1773.54	P
201276_at	199.23	P
201277_s_at	4924.58	P
201278_at	778.6	P
201279_s_at	829.09	P
201280_s_at	758.59	P
201281_at	1153.82	P
201282_at	175.05	P
201283_s_at	50.97	P
201284_s_at	411.41	P
201285_at	502.6	P
201286_at	344.41	P
201287_s_at	768.94	P
201288_at	357.32	P
201289_at	2069.36	P
201290_at	3156.21	P
201291_s_at	1926.49	P
201292_at	1574.78	P
201293_x_at	10571.66	P
201294_s_at	105.42	P
201295_s_at	66.13	P
201296_s_at	474.44	P
201297_s_at	241.1	P
201298_s_at	1023.96	P
201299_s_at	456.96	P
201300_s_at	1485.05	P
201301_s_at	432.99	P
201302_at	302.52	P
201303_at	2926.26	P
201304_at	550.7	P
201305_x_at	3243.69	P
201306_s_at	5577.69	P
201307_at	710.31	P
201308_s_at	134.35	P
201309_x_at	261.96	P
201310_s_at	740.98	P
201311_s_at	274.69	P
201312_s_at	546.86	P
201313_at	298.59	P
201314_at	327.41	P
201315_x_at	2177.68	P
201316_at	370.56	P
201317_s_at	3139.27	P
201318_s_at	4185.84	P
201319_at	1471.76	P
201320_at	166.76	P
201321_s_at	152	P
201322_at	3949.44	P
201323_at	958.29	P
201324_at	1385.87	P
201325_s_at	981.71	P
201326_at	1299.27	P
201327_s_at	1657.32	P
201328_at	145.93	P
201329_s_at	136.46	P
201330_at	1486.96	P
201331_s_at	442.82	P
201332_s_at	110.57	P
201333_s_at	83.85	M
201334_s_at	914.53	P
201335_s_at	44.44	P
201336_at	2050.87	P
201337_s_at	936.2	P
201338_x_at	1674.57	P
201339_s_at	952.14	P
201340_s_at	378.27	P
201341_at	1181.23	P
201342_at	1470.58	P
201343_at	741.92	P
201344_at	135.01	P
201345_s_at	1355.46	P
201346_at	868.38	P
201347_x_at	982.5	P
201348_at	97.15	P
201349_at	484.3	P
201350_at	372.26	P
201351_s_at	1622.79	P
201352_at	1707.46	P
201353_s_at	103.52	P
201354_s_at	216.61	P
201355_s_at	68.2	A
201356_at	643.01	P
201357_s_at	109.7	P
201358_s_at	2323.63	P
201359_at	1374.17	P
201360_at	986.55	P
201361_at	652.64	P
201362_at	236.78	P
201363_s_at	271.96	P
201364_s_at	647	P
201365_at	416.1	P
201366_at	759.47	P
201367_s_at	21.17	A
201368_at	499.91	P
201369_s_at	38.19	A
201370_s_at	97.85	P
201371_s_at	1329.78	P
201372_s_at	19.21	P
201373_at	342.49	P
201374_x_at	27.44	A
201375_s_at	2215.59	P
201376_s_at	913.7	P
201377_at	837.27	P
201378_s_at	916.38	P
201379_s_at	1182.87	P
201380_at	316	P
201381_x_at	1970.33	P
201382_at	47.96	A
201383_s_at	317.82	P
201384_s_at	559.6	P
201385_at	3313.72	P
201386_s_at	2287.89	P
201387_s_at	1043.63	P
201388_at	699.09	P
201389_at	297.42	P
201390_s_at	2645.8	P
201391_at	930.12	P
201392_s_at	242.38	P
201393_s_at	447.36	P
201394_s_at	611.54	P
201395_at	955.35	P
201396_s_at	375.27	P
201397_at	735.32	P
201398_s_at	3086.29	P
201399_s_at	2204.09	P
201400_at	3315.29	P
201401_s_at	102.38	P
201402_at	110.35	A
201403_s_at	1657.1	P
201404_x_at	212.04	P
201405_s_at	1223.18	P
201406_at	6557.46	P
201407_s_at	413.23	P
201408_at	369.01	P
201409_s_at	462.45	P
201410_at	817.7	P
201411_s_at	684.59	P
201412_at	518.93	P
201413_at	649.32	P
201414_s_at	824.6	P
201415_at	924.16	P
201416_at	375.84	P
201417_at	856.77	P
201418_s_at	208.48	P
201419_at	468.78	P
201420_s_at	562.79	P
201421_s_at	476.7	P
201422_at	322.05	P
201423_s_at	972.27	P
201424_s_at	538.5	P
201425_at	213.23	P
201426_s_at	7082.71	P
201427_s_at	11.46	A
201428_at	26.95	A
201429_s_at	10545.04	P
201430_s_at	21.54	A
201431_s_at	38.2	A
201432_at	821.31	P
201433_s_at	1184.31	P
201434_at	822.49	P
201435_s_at	858.13	P
201436_at	205.13	P
201437_s_at	545.02	P
201438_at	26.13	A
201439_at	131.12	P
201440_at	538.5	P
201441_at	2049.4	P
201442_s_at	19.53	A
201443_s_at	1572.5	P
201444_s_at	807.9	P
201445_at	630.79	P
201446_s_at	629.03	P
201447_at	263.14	P
201448_at	466.14	P
201449_at	122.54	P
201450_s_at	289.69	P
201451_x_at	21.13	A
201452_at	123.31	P
201453_x_at	2520.08	P
201454_s_at	945.85	P
201455_s_at	727.17	P
201456_s_at	1245.69	P
201457_x_at	3238.48	P
201458_s_at	1641.78	P
201459_at	2336.6	P
201460_at	310.96	P
201461_s_at	90.23	P
201462_at	656.78	P
201463_s_at	3156.52	P
201464_x_at	631.59	P
201465_s_at	191.41	P
201466_s_at	127.98	P
201467_s_at	947.26	P
201468_s_at	2182.81	P
201469_s_at	417.27	P
201470_at	2697.62	P
201471_s_at	988.66	P
201472_at	1698.68	P
201473_at	106.9	P
201474_s_at	430.67	P
201475_x_at	906.63	P
201476_s_at	1750.61	P
201477_s_at	2566.16	P
201478_s_at	964.16	P
201479_at	1532.36	P
201480_s_at	299.27	P
201481_s_at	561.43	P
201482_at	717.56	P
201483_s_at	752.43	P
201484_at	367.76	P
201485_s_at	861.76	P
201486_at	776.02	P
201487_at	502.11	P
201488_x_at	1630.31	P
201489_at	1293.48	P
201490_s_at	1176.14	P
201491_at	1568.23	P
201492_s_at	12577.32	P
201493_s_at	852.87	P
201494_at	829.64	P
201495_x_at	42.14	A
201496_x_at	17.48	A
201497_x_at	49.65	A
201498_at	545.64	P
201499_s_at	984.16	P
201500_s_at	529.35	P
201501_s_at	590.96	P
201502_s_at	463.55	P
201503_at	1601.8	P
201504_s_at	810.56	P
201505_at	585.76	P
201506_at	5619.28	P
201507_at	1703.12	P
201508_at	786.69	P
201509_at	677.23	P
201510_at	26.24	A
201511_at	586.22	P
201512_s_at	462.97	P
201513_at	180.87	P
201514_s_at	973.32	P
201515_s_at	1271.62	P
201516_at	701.25	P
201517_at	499.45	P
201518_at	2760.17	P
201519_at	760.89	P
201520_s_at	1090.28	P
201521_s_at	410.83	P
201522_x_at	890.96	P
201523_x_at	1332.23	P
201524_x_at	2401.85	P
201525_at	26.59	A
201526_at	669.66	P
201527_at	1850.41	P
201528_at	2721.23	P
201529_s_at	1533.05	P
201530_x_at	7111.02	P
201531_at	132.61	P
201532_at	2358.53	P
201533_at	612.07	P
201534_s_at	220.94	P
201535_at	312.3	P
201536_at	451.44	P
201537_s_at	305.14	P
201538_s_at	186.78	P
201539_s_at	335.96	P
201540_at	1281.32	P
201541_s_at	1118.5	P
201542_at	1171.87	P
201543_s_at	953.41	P
201544_x_at	2050.87	P
201545_s_at	324.2	P
201546_at	1155.19	P
201547_at	18.37	A
201548_s_at	322.22	P
201549_x_at	351.82	P
201550_x_at	9345.36	P
201551_s_at	966.6	P
201552_at	2415.93	P
201553_s_at	5874.5	P
201554_x_at	792.16	P
201555_at	1510.78	P
201556_s_at	29.92	M
201557_at	111.48	A
201558_at	1729.89	P
201559_s_at	1172.14	P
201560_at	2811.13	P
201561_s_at	669.58	P
