#ID_REF = 
#VALUE = linear expression value; rma
#ABS_CALL = MAS 5.0 absolute detection
ID_REF	VALUE	ABS_CALL
204986_s_at	116.2	P
204987_at	20.96	A
204988_at	15.86	A
204989_s_at	83.06	P
204990_s_at	171.76	P
204991_s_at	99.61	P
204992_s_at	3501.2	P
204993_at	35.04	A
204994_at	22.94	A
204995_at	23.16	P
204996_s_at	20.05	A
204997_at	31.97	A
204998_s_at	131.07	P
204999_s_at	45.15	A
205000_at	454.93	P
205001_s_at	313.66	P
205002_at	85.68	P
205003_at	27.14	P
205004_at	380.12	P
205005_s_at	570.04	P
205006_s_at	397.37	P
205007_s_at	66.54	P
205008_s_at	166.5	P
205009_at	16.97	A
205010_at	283.85	P
205011_at	30.91	A
205012_s_at	363.33	P
205013_s_at	101.58	P
205014_at	20.68	A
205015_s_at	33.43	A
205016_at	13.66	A
205017_s_at	362.63	P
205018_s_at	586.37	P
205019_s_at	38.95	A
205020_s_at	181.8	P
205021_s_at	79.96	A
205022_s_at	56.21	P
205023_at	35.39	P
205024_s_at	438.95	P
205025_at	134.1	P
205026_at	72.46	P
205027_s_at	26.39	P
205028_at	16.1	A
205029_s_at	10.7	A
205030_at	15.82	A
205031_at	339.84	P
205032_at	20.47	A
205033_s_at	18.17	A
205034_at	644.14	P
205035_at	154.37	P
205036_at	462.15	P
205037_at	226.5	P
205038_at	15.17	A
205039_s_at	116.12	P
205040_at	21.96	A
205041_s_at	10.38	A
205042_at	251.24	P
205043_at	21.62	A
205044_at	13.35	A
205045_at	71.23	P
205046_at	461.96	P
205047_s_at	329.77	P
205048_s_at	351.87	P
205049_s_at	49.26	A
205050_s_at	75.51	P
205051_s_at	18.67	A
205052_at	137.78	P
205053_at	464.25	P
205054_at	16.02	A
205055_at	908.91	P
205056_s_at	62.66	A
205057_s_at	28.57	A
205058_at	38.26	A
205059_s_at	43.65	A
205060_at	245.96	P
205061_s_at	776.31	P
205062_x_at	68.19	P
205063_at	104.24	P
205064_at	16.42	A
205065_at	12.93	A
205066_s_at	26.36	A
205067_at	65.48	A
205068_s_at	63.9	P
205069_s_at	22.5	A
205070_at	244.61	P
205071_x_at	203.29	P
205072_s_at	42.44	P
205073_at	24.81	A
205074_at	94.66	P
205075_at	21.25	A
205076_s_at	49.26	M
205077_s_at	323.69	P
205078_at	298.98	P
205079_s_at	243.08	P
205080_at	94.22	P
205081_at	26.95	A
205082_s_at	129.41	P
205083_at	125.82	P
205084_at	108.56	P
205085_at	238.47	P
205086_s_at	240.87	P
205087_at	156.51	P
205088_at	269.65	P
205089_at	214.41	P
205090_s_at	215.39	P
205091_x_at	365.44	P
205092_x_at	13.89	A
205093_at	23.65	A
205094_at	100.13	P
205095_s_at	137.96	P
205096_at	53.5	P
205097_at	440.67	P
205098_at	11.62	A
205099_s_at	15.42	A
205100_at	462.97	P
205101_at	19.72	A
205102_at	96.1	A
205103_at	47.73	A
205104_at	55.86	A
205105_at	465.61	P
205106_at	32.6	P
205107_s_at	116.11	P
205108_s_at	12.38	A
205109_s_at	30.33	A
205110_s_at	16.79	P
205111_s_at	127.22	P
205112_at	105.28	P
205113_at	17.89	A
205114_s_at	17.04	A
205115_s_at	134.06	P
205116_at	23.26	A
205117_at	34.95	A
205118_at	14.65	A
205119_s_at	27.48	A
205120_s_at	621.73	P
205121_at	76.75	P
205122_at	121.99	P
205123_s_at	98.43	P
205124_at	38.88	A
205125_at	188.49	A
205126_at	214.16	P
205127_at	21.06	A
205128_x_at	20.97	A
205129_at	347.29	P
205130_at	172.5	P
205131_x_at	22.6	A
205132_at	70.57	A
205133_s_at	2092.16	P
205134_s_at	173.15	P
205135_s_at	169.64	P
205136_s_at	97.51	P
205137_x_at	44.08	A
205138_s_at	17.19	A
205139_s_at	22.24	P
205140_at	62.49	P
205141_at	49.26	M
205142_x_at	92.56	P
205143_at	21.34	A
205144_at	47.26	A
205145_s_at	43.09	A
205146_x_at	64.47	A
205147_x_at	19.57	A
205148_s_at	53.42	A
205149_s_at	50.89	A
205150_s_at	15.86	P
205151_s_at	16.71	A
205152_at	13.64	A
205153_s_at	94.57	P
205154_at	50.81	A
205155_s_at	46.5	A
205156_s_at	85.68	P
205157_s_at	1297.41	P
205158_at	36.62	P
205159_at	11.69	A
205160_at	61.35	P
205161_s_at	62.26	A
205162_at	71.61	P
205163_at	70.18	A
205164_at	342.05	P
205165_at	64.32	A
205166_at	77.16	P
205167_s_at	313.21	P
205168_at	24.59	A
205169_at	128.07	P
205170_at	68.24	P
205171_at	223.44	P
205172_x_at	335.78	P
205173_x_at	790.78	P
205174_s_at	25.14	P
205175_s_at	33.92	A
205176_s_at	1025.69	P
205177_at	30.02	A
205178_s_at	317.25	P
205179_s_at	20.96	P
205180_s_at	41.89	A
205181_at	112.47	P
205182_s_at	142.79	A
205183_at	15.86	A
205184_at	53.57	A
205185_at	15.75	A
205186_at	17.9	A
205187_at	138.91	P
205188_s_at	280.61	P
205189_s_at	147.11	P
205190_at	178.67	P
205191_at	77.11	P
205192_at	181.45	P
205193_at	150.85	P
205194_at	117.74	P
205195_at	288.14	P
205196_s_at	446.46	P
205197_s_at	55.88	A
205198_s_at	29.69	P
205199_at	50.57	P
205200_at	89.97	P
205201_at	250.56	P
205202_at	1093.02	P
205203_at	73.62	P
205204_at	351.65	P
205205_at	96.1	P
205206_at	113.03	P
205207_at	34.13	A
205208_at	37.9	P
205209_at	83.17	P
205210_at	148.88	P
205211_s_at	142.88	P
205212_s_at	76.56	A
205213_at	32.62	A
205214_at	43.41	P
205215_at	38.95	A
205216_s_at	23.34	A
205217_at	121.99	P
205218_at	213.06	P
205219_s_at	104.73	P
205220_at	18.52	A
205221_at	17.17	A
205222_at	30.01	P
205223_at	72.53	P
205224_at	189.88	P
205225_at	11.63	A
205226_at	58.68	P
205227_at	293.93	P
205228_at	144.21	P
205229_s_at	173.98	P
205230_at	31.3	A
205231_s_at	43.2	P
205232_s_at	44.59	P
205233_s_at	27.61	A
205234_at	16.29	A
205235_s_at	291.23	P
205236_x_at	47.73	A
205237_at	19.69	A
205238_at	176.69	P
205239_at	19.72	P
205240_at	366.14	P
205241_at	313.18	P
205242_at	12.32	A
205243_at	22.16	A
205244_s_at	65.51	A
205245_at	68.4	A
205246_at	99.24	P
205247_at	37.44	A
205248_at	47.6	P
205249_at	16.39	A
205250_s_at	104.39	P
205251_at	145.21	P
205252_at	52.13	A
205253_at	93.25	M
205254_x_at	46.29	A
205255_x_at	331.14	P
205256_at	47.09	P
205257_s_at	17.89	A
205258_at	172.12	P
205259_at	12.61	A
205260_s_at	420.14	P
205261_at	32.14	A
205262_at	30.79	A
205263_at	265.52	P
205264_at	254.96	P
205265_s_at	77.43	P
205266_at	120.95	P
205267_at	16.64	A
205268_s_at	23.56	A
205269_at	11.21	A
205270_s_at	15.4	A
205271_s_at	98.46	P
205272_s_at	46.08	A
205273_s_at	708.58	P
205274_at	17.29	A
205275_at	54.72	A
205276_s_at	108.97	P
205277_at	40.78	P
205278_at	13.02	A
205279_s_at	114.27	P
205280_at	50.88	P
205281_s_at	67.36	P
205282_at	153.51	P
205283_at	124.87	P
205284_at	176.59	P
205285_s_at	19.17	A
205286_at	44.88	P
205287_s_at	17.44	A
205288_at	16.39	P
205289_at	12.31	A
205290_s_at	19.31	A
205291_at	32.49	A
205292_s_at	4516.44	P
205293_x_at	248.51	P
205294_at	151.78	P
205295_at	19.93	A
205296_at	151.07	P
205297_s_at	23.24	A
205298_s_at	122.3	P
205299_s_at	37.57	P
205300_s_at	200.39	P
205301_s_at	123.36	P
205302_at	21.83	P
205303_at	16.95	A
205304_s_at	19.12	A
205305_at	48.16	A
205306_x_at	11.44	A
205307_s_at	11.49	A
205308_at	87.35	P
205309_at	21.36	A
205310_at	125.6	P
205311_at	23.69	A
205312_at	18.89	A
205313_at	83.8	A
205314_x_at	15.94	A
205315_s_at	636.88	P
205316_at	15.95	A
205317_s_at	12.85	A
205318_at	29.47	A
205319_at	29.05	A
205320_at	62.26	A
205321_at	228.9	P
205322_s_at	181.28	P
205323_s_at	127.94	P
205324_s_at	675.55	P
205325_at	33.12	A
205326_at	41.56	A
205327_s_at	93.56	P
205328_at	19	A
205329_s_at	305.83	P
205330_at	33.43	P
205331_s_at	159.32	A
205332_at	49.01	A
205333_s_at	215.81	P
205334_at	32.29	A
205335_s_at	1353.45	P
205336_at	15.51	A
205337_at	10.73	A
205338_s_at	21.47	A
205339_at	523.96	P
205340_at	146.05	P
205341_at	254.32	P
205342_s_at	13.77	A
205343_at	13.47	A
205344_at	31.48	A
205345_at	451.46	P
205346_at	122.11	P
205347_s_at	11.11	A
205348_s_at	21.83	A
205349_at	87.39	P
205350_at	23.38	A
205351_at	178.99	P
205352_at	15.86	A
205353_s_at	1257.41	P
205354_at	337.05	P
205355_at	28.81	P
205356_at	414.78	P
205357_s_at	54.22	P
205358_at	11.74	A
205359_at	18.71	A
205360_at	33.03	A
205361_s_at	1041.64	P
205362_s_at	134.79	P
205363_at	10.33	A
205364_at	21.9	A
205365_at	17.89	A
205366_s_at	72.11	P
205367_at	127.59	P
205368_at	29.98	A
205369_x_at	164.64	P
205370_x_at	634.84	P
205371_s_at	52.99	P
205372_at	13.85	A
205373_at	11.19	A
205374_at	35.72	A
205375_at	46.5	A
205376_at	59.09	P
205377_s_at	35.7	A
205378_s_at	17.03	A
205379_at	326.5	P
205380_at	25.95	M
205381_at	125.88	P
205382_s_at	87.78	A
205383_s_at	20.6	A
205384_at	29.84	A
205385_at	23.64	A
205386_s_at	15.08	P
205387_s_at	52.62	A
205388_at	36.86	A
205389_s_at	63.29	P
205390_s_at	80.53	P
205391_x_at	92.42	M
205392_s_at	39.63	A
205393_s_at	240.23	P
205394_at	368.69	P
205395_s_at	270.36	P
205396_at	340.67	P
205397_x_at	338.26	P
205398_s_at	363.41	P
205399_at	14.24	A
205400_at	20.36	A
205401_at	393.61	P
205402_x_at	27.11	A
205403_at	15	A
205404_at	17.2	A
205405_at	94.01	A
205406_s_at	189.84	P
205407_at	83.45	P
205408_at	97.54	P
205409_at	118.12	P
205410_s_at	93.27	P
205411_at	63.37	P
205412_at	1158.78	P
205413_at	10.37	A
205414_s_at	45.29	P
205415_s_at	98.38	P
205416_s_at	65.43	P
205417_s_at	861.61	P
205418_at	35.39	A
205419_at	10.89	A
205420_at	33.39	P
205421_at	10.11	A
205422_s_at	530.07	P
205423_at	243.84	P
205424_at	93.15	P
205425_at	73.81	P
205426_s_at	36.77	M
205427_at	139.81	P
205428_s_at	23.42	A
205429_s_at	90.34	P
205430_at	12.09	A
205431_s_at	21.07	A
205432_at	45.38	A
205433_at	89.16	P
205434_s_at	229.19	P
205435_s_at	39.42	A
205436_s_at	2494.07	P
205437_at	145.39	P
205438_at	80.57	P
205439_at	75.63	A
205440_s_at	11.07	A
205441_at	145.37	P
205442_at	12.55	A
205443_at	674.88	P
205444_at	23.07	A
205445_at	22.42	A
205446_s_at	171.04	P
205447_s_at	107.47	M
205448_s_at	100.74	P
205449_at	678.66	P
205450_at	20.96	A
205451_at	76.99	A
205452_at	140.69	P
205453_at	274.41	P
205454_at	55.24	A
205455_at	92.47	P
205456_at	26.44	A
205457_at	182.7	P
205458_at	89.31	P
205459_s_at	33.14	A
205460_at	25.3	A
205461_at	252.47	P
205462_s_at	393.04	P
205463_s_at	188.92	P
205464_at	16.07	A
205465_x_at	23.83	A
205466_s_at	14.85	A
205467_at	43.98	A
205468_s_at	29.78	A
205469_s_at	71.2	A
205470_s_at	28.71	A
205471_s_at	13.3	A
205472_s_at	13.03	A
205473_at	26.85	A
205474_at	415.26	P
205475_at	17.83	A
205476_at	22.25	A
205477_s_at	29.93	A
205478_at	24.05	A
205479_s_at	367.79	P
205480_s_at	1147.62	P
205481_at	40.53	M
205482_x_at	278.4	P
205483_s_at	1181.72	P
205484_at	31.34	A
205485_at	16.71	A
205486_at	48.76	A
205487_s_at	30.16	A
205488_at	14.06	A
205489_at	46.5	A
205490_x_at	71.7	A
205491_s_at	21.5	A
205492_s_at	25.6	A
205493_s_at	17.04	A
205494_at	46.49	A
205495_s_at	26.7	A
205496_at	13.84	A
205497_at	189.66	P
205498_at	11.3	A
205499_at	81.08	P
205500_at	25.44	P
205501_at	27.63	P
205502_at	28.74	A
205503_at	110.53	P
205504_at	24.51	A
205505_at	119.46	P
205506_at	25.07	A
205507_at	28.75	A
205508_at	124.9	P
205509_at	15.99	A
205510_s_at	117.58	P
205511_at	18.69	P
205512_s_at	330.43	P
205513_at	23.39	A
205514_at	10.95	A
205515_at	17.9	P
205516_x_at	1085.56	P
205517_at	16.79	A
205518_s_at	13.13	A
205519_at	221.68	P
205520_at	35.92	P
205521_at	194.9	P
205522_at	22.89	A
205523_at	10.81	A
205524_s_at	37.6	A
205525_at	58.56	P
205526_s_at	260.57	P
205527_s_at	344.59	P
205528_s_at	12	A
205529_s_at	12.55	A
205530_at	88.79	P
205531_s_at	32	A
205532_s_at	12.32	P
205533_s_at	10.59	A
205534_at	109.76	P
205535_s_at	37.75	P
205536_at	176.47	P
205537_s_at	132.14	P
205538_at	165.38	P
205539_at	14.8	A
205540_s_at	31.49	P
205541_s_at	59.27	P
205542_at	16.05	A
205543_at	158.22	P
205544_s_at	14.5	A
205545_x_at	1364.23	P
205546_s_at	658.78	P
205547_s_at	2765.25	P
205548_s_at	717.39	P
205549_at	15.48	A
205550_s_at	401.37	P
205551_at	16.91	A
205552_s_at	27.78	A
205553_s_at	12.92	A
205554_s_at	15.59	A
205555_s_at	15.17	A
205556_at	12.92	A
205557_at	18.58	A
205558_at	112.04	P
205559_s_at	12.7	A
205560_at	16.26	A
205561_at	144.3	P
205562_at	202.56	P
205563_at	21.15	A
205564_at	18.28	A
205565_s_at	262.91	P
205566_at	153.35	P
205567_at	29.34	P
205568_at	16.14	A
205569_at	39.65	P
205570_at	28.71	P
205571_at	62.48	P
205572_at	15.24	A
205573_s_at	1071.23	P
205574_x_at	449.37	P
205575_at	291.98	P
205576_at	16.15	A
205577_at	22.66	A
205578_at	84.69	P
205579_at	272.87	P
205580_s_at	206.84	P
205581_s_at	14.34	A
205582_s_at	93.12	A
205583_s_at	102.74	P
205584_at	42.22	P
205585_at	54.3	P
205586_x_at	63.41	P
205587_at	16.79	A
205588_s_at	204.16	P
205589_at	52.58	A
205590_at	12.08	A
205591_at	13.56	A
205592_at	54.97	A
205593_s_at	25.93	A
205594_at	117.77	P
205595_at	24.33	A
205596_s_at	951.96	P
205597_at	22.72	P
205598_at	75.61	M
205599_at	27.73	M
205600_x_at	19.04	M
205601_s_at	46.06	P
205602_x_at	42.17	A
205603_s_at	47.73	P
205604_at	28.32	A
205605_at	34.29	A
205606_at	137.59	P
205607_s_at	61.68	P
205608_s_at	18.13	A
205609_at	11.35	A
205610_at	24.36	A
205611_at	62.66	A
205612_at	10.95	A
205613_at	31.74	A
205614_x_at	124.38	A
205615_at	11.74	A
205616_at	76.53	A
205617_at	43.96	A
205618_at	196.21	P
205619_s_at	13.64	A
205620_at	23.36	A
205621_at	354.41	P
205622_at	116.8	A
205623_at	33.61	A
205624_at	21.34	P
205625_s_at	9.83	A
205626_s_at	12.55	A
205627_at	33.46	A
205628_at	124.19	P
205629_s_at	35.55	A
205630_at	13.5	A
205631_at	130.05	P
205632_s_at	12.28	A
205633_s_at	447.2	P
205634_x_at	182.35	M
205635_at	16.17	A
205636_at	23.35	A
205637_s_at	100.37	P
205638_at	12.61	A
205639_at	40.11	A
205640_at	174.79	P
205641_s_at	396.68	P
205642_at	69.14	P
205643_s_at	20.05	A
205644_s_at	3890.21	P
205645_at	17.28	A
205646_s_at	29.01	A
205647_at	32.11	P
205648_at	19.43	A
205649_s_at	9.37	A
205650_s_at	24.1	A
205651_x_at	9.93	A
205652_s_at	92.75	P
205653_at	52.42	A
205654_at	40.88	A
205655_at	17.83	M
205656_at	13.94	A
205657_at	38.68	A
205658_s_at	170.2	P
205659_at	19.25	A
205660_at	106.43	P
205661_s_at	190.86	P
205662_at	131.1	P
205663_at	39.2	A
205664_at	207.5	P
205665_at	61.34	P
205666_at	15.21	A
205667_at	192.47	P
205668_at	10.4	A
205669_at	14.75	M
205670_at	35.83	A
205671_s_at	18.57	A
205672_at	226.51	P
205673_s_at	13.82	A
205674_x_at	32.81	A
205675_at	12.78	A
205676_at	37.83	M
205677_s_at	198.88	P
205678_at	20.96	A
205679_x_at	41.63	A
205680_at	13.42	A
205681_at	12.28	A
205682_x_at	70.22	P
205683_x_at	32	A
205684_s_at	123.62	P
205685_at	26.15	A
205686_s_at	20.05	A
205687_at	307.32	P
205688_at	95.36	P
205689_at	24.93	A
205690_s_at	1192.05	P
205691_at	191.83	P
205692_s_at	24.5	A
205693_at	31.94	A
205694_at	13.3	M
205695_at	35.52	A
205696_s_at	22.75	P
205697_at	26.56	A
205698_s_at	36.99	M
205699_at	14.28	A
205700_at	23.66	A
205701_at	168.84	P
205702_at	94.25	P
205703_at	12.72	A
205704_s_at	137.15	P
205705_at	49.28	P
205706_s_at	75.9	P
205707_at	225.93	P
205708_s_at	44.63	A
205709_s_at	15.42	A
205710_at	15.1	A
205711_x_at	2931.26	P
205712_at	15.08	A
205713_s_at	25.43	A
205714_s_at	55.57	A
205715_at	37.85	A
205716_at	174.41	P
205717_x_at	327.99	P
205718_at	64.94	A
205719_s_at	11.47	A
205720_at	31.67	A
205721_at	27.95	A
205722_s_at	29.51	A
205723_at	58.18	A
205724_at	29.6	A
205725_at	13.99	A
205726_at	29.28	P
205727_at	27.78	P
205728_at	12.34	A
205729_at	515.77	P
205730_s_at	62.17	P
205731_s_at	24.41	A
205732_s_at	28.92	P
205733_at	215.83	P
205734_s_at	23.94	A
205735_s_at	20.24	A
205736_at	24.6	A
205737_at	16.1	A
205738_s_at	26.88	A
205739_x_at	62.04	P
205740_s_at	613.35	P
205741_s_at	15.23	A
205742_at	22.66	A
205743_at	139.82	P
205744_at	26.76	A
205745_x_at	168.24	P
205746_s_at	126.44	P
205747_at	13.72	A
205748_s_at	440.27	P
205749_at	22.96	A
205750_at	73.99	P
205751_at	10.57	A
205752_s_at	43.53	A
205753_at	21.09	A
205754_at	29.71	A
205755_at	16.9	A
205756_s_at	39.52	P
205757_at	33.21	A
205758_at	20.63	A
205759_s_at	42.63	A
205760_s_at	141.13	P
205761_s_at	129.06	P
205762_s_at	16.55	M
205763_s_at	636.34	P
205764_at	11.11	A
205765_at	11.45	A
205766_at	64.19	A
205767_at	12.53	A
205768_s_at	52.27	P
205769_at	43.65	M
205770_at	237.68	P
205771_s_at	47.07	P
205772_s_at	11.74	A
205773_at	12.96	A
205774_at	177.9	P
205775_at	78.48	A
205776_at	15.55	A
205777_at	56.59	P
205778_at	27.44	A
205779_at	31.25	A
205780_at	41.49	A
205781_at	56.88	P
205782_at	11.72	A
205783_at	18.84	A
205784_x_at	166.14	A
205785_at	25.76	A
205786_s_at	14.43	A
205787_x_at	400.69	P
205788_s_at	1510.95	P
205789_at	75.61	P
205790_at	28.71	A
205791_x_at	53.14	P
205792_at	35.82	A
205793_x_at	98.18	P
205794_s_at	32.11	P
205795_at	65.65	M
205796_at	148.66	P
205797_s_at	166.87	P
205798_at	589.29	P
205799_s_at	13.05	A
205800_at	17.28	A
205801_s_at	12.19	A
205802_at	47.05	P
205803_s_at	23.84	P
205804_s_at	21.51	A
205805_s_at	102.82	P
205806_at	78.48	P
205807_s_at	679.32	P
205808_at	178.5	P
205809_s_at	128.63	P
205810_s_at	96.77	A
205811_at	204.32	P
205812_s_at	2902.37	P
205813_s_at	44.2	A
205814_at	16.85	A
205815_at	13.5	A
205816_at	18.72	M
205817_at	102.7	P
205818_at	17.36	P
205819_at	46.55	A
205820_s_at	17.57	A
205821_at	38.37	A
205822_s_at	360.17	P
205823_at	66.97	A
205824_at	33.27	A
205825_at	16.23	A
205826_at	29.76	A
205827_at	24.98	A
205828_at	21.09	A
205829_at	34.7	A
205830_at	33.52	P
205831_at	25.34	M
205832_at	1344.63	P
205833_s_at	26.99	A
205834_s_at	19.86	A
205835_s_at	86.72	P
205836_s_at	176.22	P
205837_s_at	11.37	A
205838_at	14.46	A
205839_s_at	25.33	A
205840_x_at	19.75	A
205841_at	48.07	P
205842_s_at	135.79	P
205843_x_at	179.47	A
205844_at	11.34	A
205845_at	29.4	A
205846_at	14.79	A
205847_at	54.52	P
205848_at	11.3	A
205849_s_at	3168.13	P
205850_s_at	16.77	A
205851_at	128.07	P
205852_at	21.96	A
205853_at	64.2	A
205854_at	336.15	P
205855_at	43.68	A
205856_at	11.03	A
205857_at	20.83	P
205858_at	21.13	A
205859_at	22.49	A
205860_x_at	11.3	A
205861_at	21.73	A
205862_at	10.38	A
205863_at	14.5	A
205864_at	20.7	A
205865_at	36.7	A
205866_at	23.1	A
205867_at	93.03	P
205868_s_at	155.71	P
205869_at	15.17	A
205870_at	63.17	A
205871_at	12.23	A
205872_x_at	128.64	P
205873_at	98.35	P
205874_at	38.1	A
205875_s_at	280.56	P
205876_at	67.46	P
205877_s_at	112.94	P
205878_at	27.99	A
205879_x_at	34.82	P
205880_at	31.56	P
205881_at	69.04	P
205882_x_at	475.45	P
205883_at	19.75	A
205884_at	9.46	A
205885_s_at	10.59	A
205886_at	15.98	A
205887_x_at	42.71	P
205888_s_at	17.12	A
205889_s_at	10.18	A
205890_s_at	17.37	A
205891_at	766.81	P
205892_s_at	13.34	A
205893_at	10.28	A
205894_at	18.61	A
205895_s_at	469.44	P
205896_at	83.32	P
205897_at	39.49	A
205898_at	13.03	A
205899_at	17.66	M
205900_at	22.16	A
205901_at	22.86	A
205902_at	27.57	A
205903_s_at	17.89	A
205904_at	312.37	P
205905_s_at	453.59	P
205906_at	34.8	A
205907_s_at	13.71	A
205908_s_at	14.92	A
205909_at	466.88	P
205910_s_at	34.16	A
205911_at	41.98	A
205912_at	14.01	A
205913_at	29.18	A
205914_s_at	27.14	A
205915_x_at	26.82	A
205916_at	13.32	A
205917_at	66.46	P
205918_at	55.88	A
205919_at	28.99	A
205920_at	52.91	P
205921_s_at	26.04	P
205922_at	18.48	A
205923_at	15.94	A
205924_at	540.95	P
205925_s_at	390.38	P
205926_at	165.21	P
205927_s_at	23.95	P
205928_at	133.29	P
205929_at	22.05	A
205930_at	325.4	P
205931_s_at	60.53	P
205932_s_at	15.79	A
205933_at	49.67	P
205934_at	12.32	A
205935_at	14.82	A
205936_s_at	36.77	A
205937_at	39.05	A
205938_at	18.04	A
205939_at	13.59	A
205940_at	13.9	A
205941_s_at	25.14	A
205942_s_at	21.08	A
205943_at	12.97	A
205944_s_at	86.66	M
205945_at	25.59	P
205946_at	52.67	A
205947_s_at	16.64	A
205948_at	20.04	A
205949_at	13.49	A
205950_s_at	35.45	A
205951_at	10.95	A
205952_at	13.41	A
205953_at	132.61	P
205954_at	16.86	A
205955_at	17.92	P
205956_x_at	226.5	P
205957_at	33.64	A
205958_x_at	11.79	A
205959_at	12.55	A
205960_at	14.9	A
205961_s_at	1369.32	P
205962_at	15.31	A
205963_s_at	707.73	P
205964_at	81.59	P
205965_at	72.42	A
205966_at	14.5	A
205967_at	2873.36	P
205968_at	18.94	A
205969_at	24.23	A
205970_at	51.14	A
205971_s_at	54.36	A
205972_at	39.75	A
205973_at	24.84	A
205974_at	12.52	A
205975_s_at	22.78	A
205976_at	20.29	P
205977_s_at	36.2	A
205978_at	9.39	A
205979_at	13.2	A
205980_s_at	10.87	A
205981_s_at	390.87	P
205982_x_at	31.63	A
205983_at	51.39	A
205984_at	16.01	A
205985_x_at	42.71	A
205986_at	54.16	A
205987_at	32.11	A
205988_at	14.27	A
205989_s_at	12.29	A
205990_s_at	160.39	P
205991_s_at	18.52	A
205992_s_at	106.25	P
205993_s_at	62.87	P
205994_at	16.31	A
205995_x_at	120.82	P
205996_s_at	400.66	P
205997_at	13.36	A
205998_x_at	105.7	A
205999_x_at	15.07	A
206000_at	15.46	A
206001_at	25.07	A
206002_at	69.45	P
206003_at	116.63	P
206004_at	31.35	A
206005_s_at	46.94	P
206006_s_at	40.76	P
206007_at	12.67	A
206008_at	43.9	A
206009_at	20.07	A
206010_at	28.69	A
206011_at	41.39	P
206012_at	22.36	A
206013_s_at	17.31	A
206014_at	30.93	A
206015_s_at	591.7	P
206016_at	185.7	P
206017_at	19.41	A
206018_at	18.28	A
206019_at	64.79	M
206020_at	103.37	P
206021_at	16.03	A
206022_at	12.55	A
206023_at	42.59	P
206024_at	21.22	A
206025_s_at	13.03	A
206026_s_at	10.57	A
206027_at	93.71	P
206028_s_at	18.52	P
206029_at	42.71	P
206030_at	14.04	A
206031_s_at	211.59	P
206032_at	270.87	P
206033_s_at	316.79	P
206034_at	195.79	P
206035_at	10.48	A
206036_s_at	40.42	P
206037_at	158.05	P
206038_s_at	53.61	P
206039_at	15.2	A
206040_s_at	32.32	A
206042_x_at	437.32	P
206043_s_at	18.3	A
206044_s_at	45.07	P
206045_s_at	12.79	A
206046_at	44.67	A
206047_at	95.05	P
206048_at	10.95	A
206049_at	30.93	A
206050_s_at	1822.36	P
206051_at	22.54	A
206052_s_at	1092.49	P
206053_at	56.91	P
206054_at	15.16	A
206055_s_at	991.05	P
206056_x_at	106.66	A
206057_x_at	55.55	A
206058_at	14.35	A
206059_at	344.25	P
206060_s_at	14.02	A
206061_s_at	84.42	P
206062_at	26.75	A
206063_x_at	127.85	A
206064_s_at	68.58	M
206065_s_at	14.23	A
206066_s_at	361.75	P
206067_s_at	14.04	A
206068_s_at	15.98	A
206069_s_at	12.08	A
206070_s_at	12.24	A
206071_s_at	16.32	A
206072_at	36.76	A
206073_at	34.37	A
206074_s_at	1395.72	P
206075_s_at	479.86	P
206076_at	77.59	P
206077_at	41.14	A
206078_at	17.31	A
206079_at	65.45	P
206080_at	31.05	A
206081_at	53.08	P
206082_at	61.96	M
206083_at	32.22	A
206084_at	10.71	A
206085_s_at	31.67	P
206086_x_at	58.56	P
206087_x_at	128.32	P
206088_at	14.65	A
206089_at	17.58	A
206090_s_at	17.88	A
206091_at	15.86	P
206092_x_at	131.14	P
206093_x_at	93.77	A
206094_x_at	40.15	A
206095_s_at	928.78	P
206096_at	122.92	P
206097_at	70.38	A
206098_at	39.51	P
206099_at	30.8	A
206100_at	15.71	P
206101_at	19.46	P
206102_at	1707.08	P
206103_at	207.32	P
206104_at	10.2	A
206105_at	12.63	A
206106_at	169.69	P
206107_at	18.48	A
206108_s_at	1603.49	P
206109_at	38.95	A
206110_at	61.67	P
206111_at	20.65	M
206112_at	11.44	A
206113_s_at	393.21	P
206114_at	51.48	P
206115_at	16.5	A
206116_s_at	3205.01	P
206117_at	345.05	P
206118_at	18.59	A
206119_at	19.65	A
206120_at	23.63	A
206121_at	12.44	A
206122_at	40.99	A
206123_at	107.7	P
206124_s_at	66.23	P
206125_s_at	31.33	A
206126_at	17.66	A
206127_at	68.58	P
206128_at	58.56	A
206129_s_at	50	P
206130_s_at	48.43	A
206131_at	23.84	A
206132_at	40.14	P
206133_at	30.18	P
206134_at	11.47	A
206135_at	11.89	A
206136_at	45.65	A
206137_at	41.25	A
206138_s_at	408.8	P
206139_at	96.45	P
206140_at	13.17	A
206141_at	156.62	P
206142_at	11.49	A
206143_at	11.49	A
206144_at	20.55	P
206145_at	10.59	A
206146_s_at	50.47	A
206147_x_at	206.21	P
206148_at	51.49	A
206149_at	19.46	A
206150_at	24.43	A
206151_x_at	42.71	A
206152_at	56.91	A
206153_at	13.62	A
206154_at	32.84	A
206155_at	21.64	A
206156_at	34.29	A
206157_at	503.2	P
206158_s_at	3285.48	P
206159_at	17.01	A
206160_at	36.44	A
206161_s_at	19.01	A
206162_x_at	29.54	A
206163_at	13.52	A
206164_at	14.53	A
206165_s_at	15.28	P
206166_s_at	14.66	A
