Reaction ID,Confidence Score
UDPGALtg,4
UDPGD,2
UDPGLCAtg,2
UDPGLCter,2
UDPGLDCg,4
UDPGNP,2
UDPGP,0
UDPtl,1
UDPXYLter,2
UDPXYLtg,4
UGALGTg,4
UGCG,4
UGT1A10r_1,1
UGT1A1r,4
UGT1A2r,4
UGT1A4r,4
UGT1A6r,4
UGT1A8r,4
UGT1A9r,4
UMPK3,4
UMPK4,4
UMPK4n,4
UMPK5,4
UMPK6n,4
UMPK7,4
UMPK7n,4
UMPKn,4
UMPtr,1
URATEt,2
UREAt5,4
UREAtm,2
URIt,4
Uritn,2
UROLACer,1
UTPtn,2
VITD3t,2
VLCS2p,2
VLCSp,4
WHTTDCAte,2
XAOx,4
XOL27OHtm,1
XOL7AH2tm,2
XOLDIOLONEt,2
XOLESTte,2
XOLTRI24te,1
XOLTRI25tc,1
XOLTRI25te,1
XOLTRIOLtm,2
XYLK,4
XYLTer,4
XYLTt,1
XYLUR,4
EX_4abutn_e,0
EX_acmana_e,0
EX_ahdt_e,0
EX_dha_e,0
EX_dhap_e,0
EX_isomal_e,0
EX_HC00250_e,0
EX_HC01361_e,0
EX_HC01440_e,0
EX_HC01446_e,0
EX_orot_e,0
r0009,0
r0016,0
GDR,0
r0023,0
NOS2,0
r0027,0
NDP1,0
ACOAHim,0
r0074,0
r0083,0
r0086,0
r0113,0
NTPP2,0
GTHRDH_syn,0
GGTAe2,0
r0142,0
r0156,0
SPTc,0
PYK2,0
r0166,0
SSALxm,0
r0202,0
MAN1PT,0
DHFR2i,0
r0242,0
r0246,0
r0249,0
GMPR,0
r0287,0
GMPS,0
ACOAR7m,0
r0310,0
r0311,0
r0319,0
r0330,0
r0354,0
r0355,0
r0358,0
r0361,0
r0381,0
r0383,0
PYDXNO,0
r0390_1,0
HXAND,0
PHETHPTOX,0
r0402,0
r0403,0
r0407,0
r0408,0
r0409,0
r0425,0
r0433_1,0
r0434,0
r0437,0
r0438,0
r0441,0
r0451,0
r0463,0
r0465_1,0
RNTR1,0
RNTR2,0
r0480,0
r0483,0
HMGCOAR,0
r0511,0
r0514,0
THFATm,0
SPHPL,0
r0546,0
BETALDHx,0
r0557,0
r0558,0
r0568,0
r0571,0
r0573,0
r0579,0
DNADDP,0
DPCOAPP,0
AASAD3,0
r0610,0
HPROx,0
HPROxm,0
HPROb,0
r0627,0
r0629,0
r0630,0
r0633,0
r0637,0
r0642,0
AM6SAD,0
r0647,0
r0650,0
ACACT7m,0
r0656,0
PRAIS,0
r0669,0
r0670,0
r0672,0
r0688,0
r0698,0
r0706,0
r0716_1,0
r0717,0
HACD6m,0
r0721,0
ACACT5m,0
ECOAH4p,0
r0730,0
r0731,0
r0734,0
r0737,0
r0743,0
r0744,0
r0750,0
r0755,0
r0756,0
LNS14DMr,0
r0782,0
r0784,0
r0786,0
SBPP1,0
r0788,0
r0789,0
r0797,0
r0801,0
r0812,0
r0819,0
r0822,0
r0829,0
r0830,0
r0836,0
r0839,0
r0840,0
r0841,0
r0842,0
r0845,0
r0859,0
r0870,0
r0885,0
r0892,0
r0899,0
r0907,0
r0908,0
r0909,0
MALICITtm,0
r0915,0
r0921,0
r0924,0
r0926,0
r0932,0
r0936,0
r0937,0
r0940,0
r0942,0
SPMDtex2,0
r0954,0
r0960,0
r0962,0
r0975,0
r0983,0
r0984,0
r0986,0
r0987,0
r0989,0
r0994,0
r0997,0
CARN1619Zt_m,0
r1002,0
r1005,0
r1007,0
r1008,0
r1013,0
r1014,0
r1017,0
r1028,0
r1029,0
r1043,0
r1044,0
r1045,0
r1051,0
CITt2r,0
CITt4_1,0
r1117,0
r1134,0
r1143,0
GLUt4,0
r1148,0
r1150,0
r1155,0
r1162,0
r1163,0
r1164,0
r1167,0
r1170,0
r1175,0
r1177,0
r1179,0
r1182,0
r1251,0
r1252,0
r1253,0
r1254,0
r1260,0
r1262,0
PPCOAtm,0
r1292,0
r1298,0
r1304,0
r1364,0
r1365,0
r1378,0
r1382_1,0
r1383_1,0
r1384,0
r1392,0
r1400,0
HCO3Ee,0
r1421,0
PIt,0
r1428,0
ALAtmi,0
r1435,0
r1437,0
ACOAO5p,0
ACOAO4p,0
r1448,0
r1449,0
r1450,0
PHEt2m,0
r1456,0
r1467,0
r1468,0
r1487,0
GTHRDt2,0
r1495,0
r1497,0
r1498,0
r1499,0
r1502,0
r1503,0
r1515,0
r1518,0
r1519,0
r1520,0
r1525,0
r1530,0
r1531_1,0
r1533_1,0
r1536,0
r1540,0
r1547,0
r1548,0
r1549,0
r1552,0
r1553,0
r1554,0
r1556,0
r1557,0
r1560,0
r1561,0
r1562,0
r1564,0
r1565,0
r1567,0
r1568,0
r1571,0
r1578,0
r1579,0
r1581,0
r1584,0
r1585,0
r1586,0
r1587,0
r1588,0
r1589,0
r1590,0
r1591,0
r1593,0
r1594,0
r1595,0
r1597,0
r1603,0
r1604,0
r1610,0
r1611,0
r1612,0
r1613,0
r1615,0
r1616,0
r1617,0
TYRPHELAT2tc,0
CYSPHELAT2tc,0
r1621,0
ASNPHELAT2tc,0
VALPHELAT2tc,0
THRPHELAT2tc,0
ILEPHELAT2tc,0
r1629,0
r1630,0
r1631,0
r1632,0
r1634,0
r1637,0
r1641,0
r1645,0
ILELAT1tc,0
r1648,0
r1649,0
r1652,0
r1657,0
r1659,0
r1661,0
r1666,0
r1671,0
r1673,0
r1674,0
r1676,0
r1678,0
r1680,0
r1685,0
r1686,0
r1692,0
r1693,0
r1696,0
r1700,0
r1701,0
r1705,0
r1706,0
r1707,0
r1710,0
r1717,0
r1722,0
r1723,0
r1726,0
r1731,0
r1732,0
r1736,0
r1744,0
r1745,0
r1746,0
r1747,0
r1748,0
r1750,0
r1752,0
r1753,0
r1754,0
r1755,0
r1758,0
r1762,0
r1763,0
r1764,0
r1766,0
r1768,0
r1771,0
r1774,0
r1778,0
r1779,0
r1781,0
r1783,0
r1784,0
r1786,0
r1789,0
r1790,0
r1791,0
r1792,0
r1796,0
r1797,0
r1798,0
r1799,0
r1805,0
r1806,0
r1809,0
r1811,0
r1814,0
r1817,0
r1818,0
r1820,0
r1821,0
r1822,0
r1823,0
r1824,0
r1827,0
r1829,0
r1830,0
r1832,0
r1833,0
r1836,0
r1837,0
r1841,0
r1842,0
r1846,0
r1847,0
r1848,0
r1851,0
r1853,0
r1854,0
r1855,0
r1857,0
r1858,0
r1860,0
r1861,0
r1864,0
r1865,0
r1867,0
r1874,0
r1876,0
r1877,0
r1880,0
r1881,0
r1882,0
r1885,0
r1887,0
r1889,0
r1890,0
r1892,0
r1893,0
r1898,0
r1899,0
r1900,0
r1901,0
r1903,0
r1904,0
r1905,0
r1907,0
r1908,0
r1910,0
r1912,0
r1916,0
r1918,0
r1920,0
r1921,0
r1925,0
r1928,0
r1932,0
r1935,0
r1940,0
r1944,0
r1945,0
r1948,0
r1949,0
r1951,0
r1954,0
r1957,0
r1961,0
r1962,0
r1963,0
r1964,0
r1965,0
r1967,0
r1970,0
r1972,0
r1974,0
r1976,0
r1980,0
r1981,0
r1983,0
r1984,0
r1985,0
r1986,0
r1987,0
r1989,0
r1997,0
r2000,0
r2001,0
r2003,0
r2004,0
r2005,0
r2007,0
r2011,0
r2013,0
r2014,0
r2016,0
r2017,0
r2018,0
r2021,0
r2023,0
r2026,0
r2030,0
r2031,0
r2032,0
r2035,0
r2036,0
r2038,0
r2039,0
r2040,0
r2041,0
r2046,0
r2047,0
r2048,0
r2049,0
r2050,0
r2051,0
r2055,0
r2056,0
r2058,0
r2060,0
r2063,0
r2065,0
r2067,0
r2068,0
r2071,0
r2073_1,0
r2080,0
r2081,0
r2084,0
r2085,0
r2086,0
r2087,0
r2088,0
r2089,0
r2090,0
r2092,0
r2093,0
r2094,0
r2096,0
r2100,0
r2101,0
r2104,0
r2106,0
r2108,0
r2111,0
r2113,0
r2114,0
r2115,0
r2120,0
r2121,0
r2122,0
r2123,0
r2125,0
r2126,0
r2130,0
r2133,0
r2139,0
r2141,0
r2146,0
r2149,0
r2150,0
r2151,0
r2153,0
r2159,0
r2164,0
r2165,0
r2166,0
r2167,0
r2172,0
r2173,0
r2175,0
r2176,0
r2177,0
r2178,0
r2179,0
r2189,0
r2191,0
r2192,0
r2193,0
r2195,0
r2196,0
r2199,0
r2201,0
r2202,0
r2204,0
r2205,0
r2206,0
r2210,0
r2211,0
r2212,0
r2213,0
r2215,0
r2217,0
r2219,0
r2226,0
r2227,0
r2228,0
r2229,0
r2230,0
r2231,0
r2233,0
r2236,0
r2237,0
r2238,0
r2239,0
r2242,0
r2244,0
r2245,0
r2246,0
r2247,0
r2248,0
r2249,0
r2250,0
r2255,0
r2256,0
r2257,0
r2258,0
r2260,0
r2264,0
r2265,0
r2266,0
r2268,0
r2273,0
r2275,0
r2276,0
r2277,0
r2278,0
r2282,0
r2283,0
25HVITD2tin_m,2
r2289,0
r2293,0
r2294,0
r2297,0
r2299,0
r2300,0
r2342,0
r2301,0
r2307,0
r2309,0
r2310,0
r2313,0
r2315,0
r2317,0
r2321,0
r2324,0
r2325,0
r2331,0
r2332,0
r2333,0
r2334,0
r2439,0
r2335,0
r2341,0
RE0512X,0
RE0567C,0
SERt2r,0
r2344,0
r2347,0
r2352,0
RE0568C,0
r2354,0
r2472,0
G6Pt6er,0
RE0569C,0
r2484,0
r2486,0
r2355,0
r2357,0
r2358,0
r2487,0
r2359,0
r2488,0
r2489,0
r2491,0
r2360,0
r2362,0
r2363,0
r2366,0
r2492,0
r2493,0
r2496,0
r2369,0
r2374,0
r2375,0
r2377,0
r2382,0
r2502,0
r2505,0
r2506,0
r2509,0
r2510,0
r2384,0
r2385,0
r2512,0
r2387,0
r2514,0
r2388,0
r2515,0
RE0570C,0
r2516,0
r2517,0
r2396,0
r2399,0
r2400,0
r2404,0
r2518,0
RE0575C,0
r2519,0
r2520,0
r2405,0
r2407,0
GLNt,0
r2532,0
r2408,0
RE0689E,0
r2409,0
r2411,0
r2534,0
r2538,0
EX_so3_e,0
r2412,0
r2419,0
RE0452M,0
RE0690E,0
RE0453C,0
RE0453M,0
RE0456N,0
RE1518X,0
RE1519X,0
RE1520M,0
RE1520X,0
RE1522M,0
RE0691C,0
RE1522X,0
RE1526M,0
RE0908C,0
RE1526X,0
RE1527M,0
RE1957R_1,0
RE0912C,0
RE1527X,0
RE1530M,0
RE1531M,0
RE0918C,0
RE1533X,0
RE1534M,0
RE1534X,0
RE1978C,0
RE2030M,0
RE2034C,0
RE1587C,0
RE1630C,0
RE1632C,0
RE1709C,0
RE1804M,0
RE1807C,0
RE2069C,0
RE2078M,0
RE2080C,0
RE2111M,0
RE2112R,0
RE2122C,0
RE2127C,0
RE2130C,0
RE1810M,0
RE1826C,0
RE1834M,0
STS3,0
RE1835C,0
RE1845C,0
RE2155C,0
RE1898C,0
STS3r,0
RE1901R,0
RE1919C,0
RE1134C,0
STS4,0
RE1233C,0
SPMDAT1,0
SPMDAT2,0
RE2223M,0
AADSACYCL,0
RE2240C,0
RE2660C,0
RE1342C,0
RE2296C,0
RE2660N,0
RE2666C_1,0
RE2346C,0
RE2386C,0
RE2405C,0
RE1441R_1,0
RE2426C,0
RE2427M,0
RE2429M,0
RE1516X,0
RE2526C,0
RE2562C,0
RE1517M,0
RE2563C,0
RE3036C,0
RE2625M,0
RE2626M,0
RE2635C,0
RE2636C,0
RE2644C,0
RE2677N_1,0
RE2717L,0
RE2814M,0
RE2888C_1,0
RE2649M,0
RE2651R,0
RE2658C,0
PYK6,0
RE2972M_1,0
RE3041C,0
RE2973N_1,0
RE2974N_1,0
RE3044C,0
RE2985X,0
RE2986X,0
RE2991X,0
RE2992M,0
RE3050R,0
RE2998M,0
RE3076X,0
RE2999M,0
RE3000M,0
RE3192M,0
RE3079X,0
RE3001M,0
RE3081X,0
RE3002X,0
RE3005M,0
RE3010C,0
RE3010X,0
RE3193M,0
RE3194M,0
RE3011R,0
RE3013C,0
RE3103C,0
RE3014R,0
RE3016R,0
RE3017R,0
RE3201C,0
RE3224C,0
RE3228C,0
RE3231C,0
RE3104C,0
RE3232C,0
RE3234C,0
RE3108C,0
RE3236C,0
RE3237C,0
RE3241C,0
RE3243C,0
RE3432C,0
RE3434C,0
RE3436C,0
RE3437C,0
RE3247M,0
RE3247X,0
RE3251C,0
RE3251M,0
RE3252C,0
RE3476C,0
RE3476M,0
PI3PP,0
RE3273R_1,0
RE3110C,0
RE3286C,0
RE3287C,0
RE3485C,0
RE3486C,0
RE3488C,0
RE3288C,0
RE3289C,0
RE3490C,0
RE3307C,0
RE3491C,0
RE3346M,0
RE3113C,0
RE3513C,0
RE3513R,0
RE3367E,0
RE3520E,0
RE3114R,0
RE3524R,0
RE3381C,0
RE3119C,0
RE3411C_1,0
RE3413C,0
RE3525M,0
RE3526C,0
RE3526M,0
RE3565C,0
RE3566C,0
RE3567C,0
RE3421R,0
RE3422C,0
RE3570C,0
EX_CE1935_e,0
RE3587C,0
EX_CE1943_e,0
RE3597C,0
RE3120C,0
RE3597M,0
RE3597X,0
RE3122C,0
RE3626M,0
RE3628M,0
EX_CE1939_e,0
EX_prostgh2_e,0
RE3146R,0
EX_citr__L_e,0
EX_C02528_e,0
EX_HC02192_e,0
EX_HC02195_e,0
EX_HC02191_e,0
EX_HC02198_e,0
EX_HC02203_e,0
EX_HC02204_e,0
EX_HC02205_e,0
EX_HC02206_e,0
EX_HC02207_e,0
EX_HC02213_e,0
EX_HC02217_e,0
CITt4_4,4
C12OHc,4
RE3153C,0
HCO3_NAt,4
C141OHe,2
INSTt4_2,4
RE3165C,0
C142CPT1,4
C142OHc,2
RE3168C,0
C14OHc,4
C162ACBP,3
PIt9,4
RE3169C,0
C16OHc,4
C182OHc,4
PROt4_2_r,4
C18OHc,4
ACRNtp,4
HSD17B3r,4
BIOMASS_reaction,1
RE3170C,0
3HBCOARc,3
ADPCOACROT,3
RE3174C,0
ADPCOAPTE,4
C102CPT1,4
C3DCe,2
C4CRNCPT2,4
RE3175C,0
C4CRNe,2
C4DCCACT,2
C10DCe,2
C10OHc,4
RE3178M,0
C120CPT1,4
C121CPT1,4
C4DCe,2
C4tcx,4
C4tmc,4
C51CPT1,4
C12DCTD,2
C12DCe,2
C5DCe,2
C60CPT1,4
RE3179M,0
C6COAt,4
RE3180C,0
FAOXC122m,4
C6DCCACT,2
C6DCc,4
C80CPT1,4
C81CRNe,2
SK_dd2coa_c,0
DDCRNe,2
SK_decdicoa_c,0
DOCOSACT,2
DOCOSACTDe,2
DOCOSACTDr,2
DOCOSCOAtxc,4
EX_3hdececrn_e,0
EX_3ivcrn_e,0
EX_3thexddcoacrn_e,0
EX_c101crn_e,0
EX_c10crn_e,0
EX_c10dc_e,0
EX_c12dc_e,0
EX_c3dc_e,0
DOCO13EFATP,3
FAOXC16C16OHm,4
EX_c4dc_e,0
FAOXC123C102x,4
FAOXC16DCC14DCx,4
FAOXC16DCr,2
FAOXC16OHC16r,4
FAOXC170150m,4
FAOXC181C181OHm,4
FAOXC123m,4
FAOXC182C162m,4
FAOXC183C163m,4
EX_c5dc_e,0
FAOXC120100x,4
EX_c6crn_e,0
EX_c8crn_e,0
EX_decdicrn_e,0
FAOXC184C163x,4
FAOXC184C164m,4
FAOXC184m,4
FAOXC185C164m,4
FAOXC18C18OHm,4
EX_docosac_e,0
EX_docosdiac_e,0
FAOXC204C205x,4
FAOXC101C8x,4
FAOXC12DCC10DCx,4
FAOXC101x,4
FAOXC102C101m,4
FAOXC102C81m,4
FAOXC221C201x,4
FAOXC225C204m,4
FAOXC225C226m,4
FAOXC225C226x,4
FAOXC102C81x,4
FAOXC102m,4
FAOXC102x,4
FAOXC226C225m,4
FAOXC227C226m,4
FAOXC12DCc,4
FAOXC22C22DCHYr,4
FAOXC22OHC22r,4
FAOXC103C102m,4
FAOXC103C102x,4
FAOXC10C10OHm,4
FAOXC10080m,4
FAOXC10080x,4
FAOXC121C101m,4
FAOXC3DC,4
FAOXC4020m,4
FAOXC4C4DCc,4
FAOXC61m,4
FAOXC6C4x,4
FAOXC6DCC4DCx,4
EX_dchac_e,0
FAOXC12DCx,3
FAOXC81C61m,4
FAOXC8C6m,4
FAOXC8DCC6DCx,4
FAOXC13BRC11BRx,4
FAOXC9C7m,4
FAOXOHC16C16DCc,3
FAOXOHC22C22DCc,4
STCOATxc,4
SUBERCROT,3
FAOXC13C11m,4
SUBERICACT,2
SUCCCROT,3
FAOXC141C141OHm,2
TDCRNe,2
FAOXC142C122m,4
SK_tetdec2coa_c,0
SK_tetdece1coa_c,0
TETDECE1CRNe,2
TIGCRNe,2
FAOXC142C122x,4
FAOXC143C123m,4
FAOXC143C123x,4
FAOXC140120m,4
FAOXC14C14OHm,4
FAOXC15ATPx,4
34DHPHELAT1tc,4
4OHPROIMINOtc,4
ALAALACNc,4
FAOXTC162TC142m,4
FAOXTC182TC162m,4
ALAyLATthc,4
FAOXC15BRC13BRx,2
ARGATB0tc,4
FOAXC122C101x,4
FAOXC15NADx,4
ASNATB0tc,4
BALAt2r,4
HDCACBP,3
FAOXC161C141m,4
BTNTe,1
FAOXC161C141x,4
CARPEPT1tc,4
CYSSNAT5tc,4
HEXDIACtr,2
HEXDICOAACBPx,2
HIVCACBP,3
GALSGLT1le,4
HIVCRNe,2
FAOXC161C161OHm,4
HTDCACBP,3
HTDCRNe,2
IVCOAACBP,3
GLNATB0tc,4
IVCRNe,2
LGNCCOAtcx_1,4
NRVNCCOAtxc,4
OCD11COACPT1_1,4
FAOXC162C162OHm,2
OCT11EFATP_1,3
OCTDECCPT1,4
HISSNAT5tc,4
HISyLATtc,4
FAOXC163C142x,4
HPETFABP1tc,4
LEUATB0tc,4
LEULEULAPc,4
LEULEUPEPT1tc,4
OCTDECE1CRNe,2
SK_octdececoa_c,0
SBCOAACOTx,4
SCP21cx,4
LINOFATPtc,4
METATB0tc,4
NACHORCTL3le,2
OLEICFATPtc,4
FAOXC163C164Gm,4
ORNALArBATtc,4
FAOXC163C164x,4
ORNLEUrBATtc,4
PHEATB0tc,4
EX_leuleu_e,0
PHEyLATthc,4
PROIMINOtc,4
FAOXC163Gm,4
EX_slfcys_e,0
THMATPe,3
TRPATB0tc,4
TYRATB0tc,4
VALATB0tc,4
VITEtl,4
FAOXC163x,4
3AIB_Dtm,1
EX_q10h2_e,0
3HCO3_NAt,4
FAOXC164C143m,4
4ABUTtcn,1
4HPROLTASCT1,2
ADNt5,4
FAOXC164C143x,4
AHCYStm,4
FADDPle,2
FAOXC164C163x,4
FE2DMT1,4
FOLt2,0
ALA_DTDe,1
ASPDTDe,2
ASPPROASCT1,2
BTNt3i,4
FRDPtcr,2
G6PDH2c,4
FAOXC164C165m,4
GLU5SAtmc,1
G3PDm,2
GNDc,4
GSNt5,0
CHSTEROLtrc,2
CRNtp,1
CYTDt5,3
Coqe,3
DCTPtm_cho,2
DGTPtm_cho,2
DM_taur_c,0
DM_pmtcoa_r,0
DSREDUCr,4
INSK,4
FAOXC164m,4
Kt3r,0
LACLt,1
DTMPKm,4
DTTPtm_cho,2
EX_4hpro_LT_e,0
MAL_Ltx,1
EX_carn_e,0
FAOXC164x,4
FAOXC165C164m,4
MDHp,2
SK_5HPET_c,0
EX_crtn_e,0
SPRMti,2
TAURt,2
URIt5,0
q10h2tc,2
34HPPte,2
3MOBte,1
EX_cyst__L_e,0
EX_dcmp_e,0
3MOPt,2
4HPRO_LTte,1
5MTAte,2
5OXPROt,0
AICARte,4
ANTHte,0
NADtm,2
NADtx,2
OCDCAFATPc,4
CBASPte,4
DM_4hpro_LT_m,0
DM_Lcystin_c,4
P5CR,4
DM_ncam_c,0
EX_34hpp_e,0
EX_glyald_e,0
EX_3mob_e,0
EX_3mop_e,0
EX_ahcys_e,0
PPItm,1
PRO_Dtde,1
PTPATe,0
Q10H2e,3
RTOTAL2FATPc,2
RTOTALFATPc,2
SFCYSc,2
EX_aicar_e,0
EX_anth_e,0
MALt,0
SFCYSe,2
IDOURte,4
EX_icit_e,0
EX_idour_e,0
5HOXINDOAtr,0
TCHOLABCtc,0
TYRB0AT3tc,0
VALB0AT3tc,0
CGMPt,4
PEPtr,2
GUDACtr,1
GUDACtr2,2
LKYNRtr,0
CALAtr,2
KYNATEtr2,2
3ANTHRNtr,0
GALt4,4
GLCt4,4
HKYNRtr,2
EX_Lkynr_e,0
DMGLYtr,0
ETHAMPtr,0
MANt4,4
TCHOLAt3,4
EX_quln_e,0
EX_xmp_e,0
TRPt,4
FUMtr,0
EX_3pg_e,0
G3PCt,0
GLCURtr,2
Kt1,0
XANt,0
EX_3hanthrn_e,0
RETt,2
EX_glyc3p_e,0
ALAPAT4te,0
AVITE1t,2
L_LACt4r,2
GLYCLm,0
ARGSUCte,0
3PGtr,0
GLYC3tr,0
EX_2pg_e,0
ACRNte,0
PCRNte,0
ARACHDFATPtc,0
STCRNte,0
EX_acrn_e,0
LCAT20e,3
BUTSMCT1,0
LCAT22e,3
LCAT27e,3
EX_pcrn_e,0
EX_lneldccrn_e,0
EX_odecrn_e,0
EX_pmtcrn_e,0
LCAT29e,3
LCAT31e,3
Clt,0
LCAT33e,3
LCAT34e,3
LCAT36e,3
DM_ascb__L_c,0
PCREATte,0
BGLYte,0
BIOMASS_maintenance,0
LCAT39e,3
LCAT42e,3
LCAT43e,3
BIOMASS_maintenance_noTrTr,0
15KPROSTGF2c,3
ADPOHc,3
AND19ONEc,3
DESAT14_9,2
LCAT44e,3
LCAT45e,3
LCAT46e,3
LCAT49e,3
LCAT50e,3
LCAT52e,3
21HPRGNLONE,3
HMCRNc,3
LCAT10e,3
LCAT11e,3
CRNATBtc,0
LCAT14e,3
LCAT6e,3
LCAT7e,3
LCAT55e,3
LCAT8e,3
LCAT16e,3
SMS10,3
LCAT17e,3
DHEASABCCte,0
SMS11,3
SMS12,3
SMS13,3
DOPAENT4tc,0
SMS2,3
MAGLINL_HSe,3
SMS3,3
SMS4,3
SMS5,3
SMS8,3
LPS6e,3
LPS7e,3
PCHOLOLE_HSPLA2,3
PEOLE_HSPLA2,3
PCHOLPALME_HSPLA2,3
PAILPALM_HSPLA2,3
ESTRAABCtc,0
PCHOL2LINL_HSPLA2,3
PE2LINL_HSPLA2,3
PCHOLN225_HSPLA2,3
PCHOLN2254_HSPLA2,3
PEAR_HSPLA2,3
PCHOL2PALM_HSPLA2,3
PCHOLAR_HSPLA2,3
PCHOLN1836_HSPLA2,3
PE203_HSPLA2,3
PE226_HSPLA2,3
PE224_HSPLA2,3
PEDH12_HSPLA2,3
PEDH13_HSPLA2,3
PEDH15_HSPLA2,3
PCHOLN203_HSPLA2,3
ARACHETH,3
BILIVERDt,3
PCHOLN24_HSPLA2,3
PCHOLN261_HSPLA2,3
ESTRSABCtc,0
PCHOLN281_HSPLA2,3
C02356t,3
PCHOLDOC_HSPLA2,3
PCHOLDET_HSPLA2,3
PCHOLHEP_HSPLA2,3
PELINL_HSPLA2,3
C02712te,3
C02712tm,3
FOLABCCte,0
C03990tr,3
FOLOAT2tc,0
C03990tx,3
C04483t2,3
C04717ATP,3
FACOAE160,4
GPDDACHOL,3
ACLYSHYc,3
EX_3mtp_e,0
ELAIDCRNte,3
GLYC2P3Pc,3
LNLCCRNNAt,3
PHLACHt,3
C04805td,3
C05463t1,3
C05463t2,3
C05953t,3
C06314t,3
C06439t,3
12HPETATP,3
15HPETATP,3
C11695td,3
21HPRGNLONEt1,3
C14768td,3
2OXOADPt,3
GABABGTtc,0
GLUB0AT3tc,0
3HPPt,3
3MHISt1,3
3MHISt2,3
3MOXTYRt,3
3UIBtd,3
56DTHMt,3
EX_C14769_e,0
C14770ATP,3
C14826ATP,3
CE0328t,3
56DURAtd,3
7DHCHSTEROLtd,3
CE1243ATP,3
GLYB0AT3tc,0
CE1556td,3
CE2028t,3
ACGLUtd,3
ACGLYte,3
NRVNCt,3
CE4843td,3
ACTHRtc,3
CE6247t,3
H2OGLYAQPt,0
CE7083t,3
ACTHRte,3
AND19ONEt,3
CE7172ATP,3
ILEB0AT3tc,0
DOCOHEXETHc,3
DOCTETETH,3
LEUB0AT3tc,0
DODECANACt,3
DODECANACtd,3
EX_56dthm_e,0
EX_56dura_e,0
EX_5HPET_e,0
EX_acthr__L_e,0
EX_adpoh_e,0
EX_amet_e,0
ELAIDCRNtd,3
EX_15HPET_e,0
EX_15kprostgf2_e,0
EX_21hprgnlone_e,0
EX_3hmp_e,0
EX_3mhis_e,0
EX_and19one_e,0
EX_aracheth_e,0
EX_C02356_e,0
EX_C02712_e,0
EX_C04717_e,0
LGNCFATPtc,0
EX_C05957_e,0
METB0AT3tc,0
EX_C06314_e,0
EX_pcholet_hs_e,0
EX_C14771_e,0
NACSMCTte,0
EX_CE1273_e,0
EX_CE2176_e,0
EX_pcholn201_hs_e,0
EX_pcholn205_hs_e,0
EX_pcholn226_hs_e,0
EX_pcholn24_hs_e,0
EX_eidi1114ac_e,0
PGLYCABCte,0
EX_CE6031_e,0
EX_CE7082_e,0
EX_pcholn261_hs_e,0
EX_pcholpalm_hs_e,0
EX_pe14_hs_e,0
EX_pe15_hs_e,0
EX_pe161_hs_e,0
EX_pe203_hs_e,0
EX_pe226_hs_e,0
EX_CE7083_e,0
EX_docohxeth_e,0
EX_elaidcrn_e,0
EX_HC00900_e,0
EX_hexdiac_e,0
EX_hgentis_e,0
EX_leuktrB4wcooh_e,0
EX_pe2linl_hs_e,0
EX_pear_hs_e,0
EX_pendecaeth_e,0
EX_lineth_e,0
PHEMEABCte,0
EX_lnlccrn_e,0
EX_Lpipecol_e,0
EX_pepalm_hs_e,0
EX_peste_hs_e,0
EX_pmeth_e,0
EX_lthstrl_e,0
EX_maglinl_hs_e,0
EX_sebacid_e,0
EX_sphmyln180241_hs_e,0
EX_magste_hs_e,0
EX_mev__R_e,0
EX_sphmyln18114_hs_e,0
EX_sphmyln18115_hs_e,0
EX_pailpalm_hs_e,0
EX_pailste_hs_e,0
EX_sphmyln18116_hs_e,0
EX_pchol2linl_hs_e,0
EX_pchol2ole_hs_e,0
EX_pchol2palm_hs_e,0
EX_pcholar_hs_e,0
EX_sphmyln181181_hs_e,0
EX_sphmyln18120_hs_e,0
EX_sphmyln18121_hs_e,0
EX_sphmyln18122_hs_e,0
EX_sphmyln181221_hs_e,0
EX_subeac_e,0
GALTt,3
EX_tetdeca511ac_e,0
PPASMCT1,0
EX_thrnt_e,0
GLYC2Pte,3
GLYCLTt,3
HC00319t2,3
HC00900t1,3
EX_ttdcrn_e,0
EX_txb2_e,0
EX_wharachd_e,0
HC00900t2,3
HC00900t3,3
EX_xolest181_hs_e,0
PROPAT4te,0
HC00900t4,3
HEXDECEETH,3
EX_xolest204_hs_e,0
FORGLUt,3
HEXDIACATP,3
PYRSMCT1,0
HGENTISt,3
HMCRNt,3
HXCOAx,3
RETABCtc,0
LCYSTt,3
LEUKTRB4WCOOHt,3
LEUKTRB4WOHt,3
EX_achom__L_e,0
PHACGLYt,3
EX_phacgly_e,0
ESTRIOLATP,3
r1528,3
EX_3moxtyr_e,0
EX_alltn_e,0
EX_glyc2p_e,0
LEUKTRB4WOHtr,3
LNLCCRNtd,3
LPIPECOLt,3
EX_glyclt_e,0
SERB0AT3tc,0
EX_oaa_e,0
EX_phlac_e,0
EX_ttdcea_e,0
LTHSTRLABCt,3
MI1Pt,3
NWHARGtd,3
TTDCEAt,3
SRTNENT4tc,0
7KLITCHOLc,3
HC02197c,3
HC02198c,3
EX_alaargcys_e,0
DCHOLESTANCOAc,3
HC02195te,3
HC02196te,3
PEPALM,3
PSERtr,3
STEETH,3
TETDECA511ACt,3
TETDECAETH,3
TXB2c,3
TXB2t,3
ACILEtm,3
ACLEUm,3
ACLEUtm,3
EX_acleu__L_e,0
HC02220te,3
DM_k_c,3
BZCOAFm,2
